bin,k,q_squared,t,x_b,W,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,BSA,sig_BSA,link
,10.2,2.09109,-1.32689,0.202712,,4.57481,,,,,,-0.0104943,0.147765,
,10.2,2.08923,-1.10407,0.202649,,4.97838,,,,,,0.0360523,0.125047,
,10.2,2.1528,-1.05293,0.197374,,5.61106,,,,,,0.0759827,0.0922088,
,10.2,2.14677,-1.10161,0.188855,,5.93761,,,,,,-0.0183127,0.0483487,
,10.2,2.10534,-1.33546,0.207318,,6.12308,,,,,,0.0083249,0.060034,
,10.2,2.68519,-0.180281,0.184896,,0.093743,,,,,,0.0116763,0.0350254,
,10.2,2.6795,-0.181784,0.183302,,0.283437,,,,,,0.0143155,0.0332982,
,10.2,2.65978,-0.18397,0.180468,,0.461664,,,,,,0.0840181,0.0434986,
,10.2,2.63922,-0.18822,0.178407,,0.640192,,,,,,0.0433752,0.086911,
,10.2,2.53115,-0.177148,0.18438,,1.00221,,,,,,0.0786783,0.120694,
,10.2,2.59738,-0.188859,0.195044,,1.63675,,,,,,0.253842,0.0737312,
,10.2,2.62679,-0.184097,0.190334,,2.22597,,,,,,0.32266,0.0649086,
,10.2,2.63855,-0.198219,0.191681,,2.74305,,,,,,-0.0113255,0.0943609,
,10.2,2.61088,-0.196045,0.187638,,3.31677,,,,,,-0.115091,0.115246,
,10.2,2.64424,-0.185876,0.17767,,5.63783,,,,,,-0.140645,0.112677,
,10.2,2.65685,-0.185923,0.180301,,5.81656,,,,,,-0.059704,0.0517021,
,10.2,2.68668,-0.180286,0.183489,,5.99971,,,,,,-0.149684,0.0396479,
,10.2,2.68311,-0.180449,0.185036,,6.18882,,,,,,-0.0756371,0.0349169,
,10.2,2.84627,-0.217643,0.260952,,0.100623,,,,,,0.0281924,0.0527038,
,10.2,2.7973,-0.212808,0.266002,,0.284997,,,,,,0.0725075,0.0530535,
,10.2,2.76677,-0.216362,0.268896,,0.475853,,,,,,0.208214,0.051634,
,10.2,2.77997,-0.210971,0.266032,,0.65683,,,,,,0.273676,0.0521684,
,10.2,2.77052,-0.206998,0.261555,,0.844693,,,,,,0.247133,0.0665796,
,10.2,2.76525,-0.208778,0.25822,,1.03623,,,,,,0.257047,0.0750758,
,10.2,2.80099,-0.212268,0.254866,,1.22565,,,,,,0.249813,0.0753929,
,10.2,2.78299,-0.208659,0.249736,,1.40719,,,,,,0.456992,0.058722,
,10.2,2.7826,-0.211906,0.24401,,1.68752,,,,,,0.498534,0.055594,
,10.2,2.80633,-0.223847,0.248803,,2.11161,,,,,,0.342191,0.0685136,
,10.2,2.8345,-0.23565,0.249565,,2.67165,,,,,,0.0419558,0.102754,
,10.2,2.80804,-0.244342,0.256624,,3.23786,,,,,,-0.151178,0.109172,
,10.2,2.78762,-0.243037,0.26631,,3.88488,,,,,,-0.113908,0.126171,
,10.2,2.76061,-0.218092,0.257863,,4.60413,,,,,,-0.580404,0.154738,
,10.2,2.76687,-0.220475,0.276821,,5.13466,,,,,,-0.373527,0.0932353,
,10.2,2.76874,-0.209057,0.277485,,5.5969,,,,,,-0.360416,0.0838705,
,10.2,2.81157,-0.215599,0.272557,,5.81457,,,,,,-0.364693,0.0938095,
,10.2,2.81197,-0.210471,0.267033,,6.00135,,,,,,-0.114714,0.0628445,
,10.2,2.85925,-0.221089,0.265936,,6.18726,,,,,,-0.255481,0.0701794,
,10.2,2.83325,-0.308571,0.383648,,0.098589,,,,,,0.131694,0.0996674,
,10.2,2.85241,-0.306579,0.381133,,0.318227,,,,,,0.0884076,0.105262,
,10.2,2.86247,-0.309798,0.379809,,0.520595,,,,,,0.0388802,0.116598,
,10.2,2.80087,-0.317305,0.384287,,0.80964,,,,,,0.207393,0.102956,
,10.2,2.86793,-0.317673,0.381611,,1.25886,,,,,,0.0553246,0.122873,
,10.2,2.85722,-0.326117,0.394057,,1.85244,,,,,,0.555882,0.100086,
,10.2,2.86793,-0.320073,0.377011,,3.83797,,,,,,-0.108496,0.178505,
,10.2,2.90465,-0.322464,0.401404,,4.41092,,,,,,0.0335076,0.175474,
,10.2,2.80504,-0.322812,0.399963,,5.05205,,,,,,-0.226327,0.172983,
,10.2,2.79946,-0.302705,0.381365,,5.52833,,,,,,0.0849847,0.104006,
,10.2,2.80918,-0.309227,0.385963,,5.88875,,,,,,-0.135714,0.113728,
,10.2,2.81571,-0.310418,0.382131,,6.15947,,,,,,0.0439917,0.103552,
,10.2,2.63882,-0.311717,0.195602,,0.0954499,,,,,,0.14309,0.0358677,
,10.2,2.67208,-0.31858,0.193862,,0.289529,,,,,,0.0951029,0.0340945,
,10.2,2.69878,-0.322477,0.188019,,0.471858,,,,,,0.139608,0.0296287,
,10.2,2.67482,-0.325861,0.181855,,0.640881,,,,,,0.153944,0.0405486,
,10.2,2.60856,-0.3235,0.177672,,0.851202,,,,,,0.311101,0.122325,
,10.2,2.65415,-0.31922,0.192672,,1.74323,,,,,,0.265784,0.0767745,
,10.2,2.64995,-0.318842,0.191403,,2.24479,,,,,,0.335962,0.064942,
,10.2,2.62139,-0.317698,0.190109,,2.59851,,,,,,-0.033104,0.099227,
,10.2,2.61833,-0.321307,0.190753,,2.93788,,,,,,0.0856304,0.0872671,
,10.2,2.615,-0.32564,0.191939,,3.4552,,,,,,0.0240557,0.102742,
,10.2,2.71815,-0.34073,0.195167,,4.03343,,,,,,-0.444091,0.166651,
,10.2,2.65834,-0.361293,0.190905,,4.69299,,,,,,-0.12967,0.102148,
,10.2,2.63072,-0.322963,0.178778,,5.48769,,,,,,-0.318817,0.0825189,
,10.2,2.67908,-0.333204,0.183732,,5.69687,,,,,,-0.0442793,0.0366096,
,10.2,2.6857,-0.323663,0.189842,,5.86946,,,,,,-0.10433,0.0317591,
,10.2,2.66102,-0.313129,0.19531,,6.11338,,,,,,-0.0468691,0.0300341,
,10.2,2.92166,-0.358115,0.23925,,0.0910332,,,,,,0.0785074,0.0429653,
,10.2,2.91759,-0.365969,0.246932,,0.283182,,,,,,0.0920092,0.0460792,
,10.2,2.92513,-0.36312,0.255145,,0.469244,,,,,,0.237835,0.0504992,
,10.2,2.84,-0.362746,0.267561,,0.645123,,,,,,0.179849,0.0715418,
,10.2,2.8117,-0.347989,0.275331,,0.901268,,,,,,0.405792,0.0636323,
,10.2,2.82223,-0.345421,0.261867,,1.26214,,,,,,0.427738,0.0609932,
,10.2,2.83938,-0.345231,0.258788,,1.56458,,,,,,0.336794,0.075706,
,10.2,2.8135,-0.353729,0.253339,,1.8182,,,,,,0.34717,0.0703325,
,10.2,2.84607,-0.356445,0.252069,,2.06575,,,,,,0.155353,0.0947896,
,10.2,2.79928,-0.36059,0.254949,,2.37009,,,,,,0.243799,0.0792064,
,10.2,2.84276,-0.368302,0.253263,,2.60848,,,,,,-0.0841826,0.119734,
,10.2,2.83123,-0.359038,0.250247,,2.82718,,,,,,0.0410112,0.108231,
,10.2,2.78728,-0.364506,0.256898,,3.08471,,,,,,0.107844,0.0939725,
,10.2,2.82172,-0.378198,0.25931,,3.31796,,,,,,-0.0159166,0.104201,
,10.2,2.78171,-0.377501,0.256713,,3.70666,,,,,,-0.0914631,0.116625,
,10.2,2.80358,-0.366956,0.266814,,4.19559,,,,,,-0.0687162,0.103379,
,10.2,2.89185,-0.375033,0.248767,,4.80952,,,,,,-0.29739,0.108798,
,10.2,3.03012,-0.379187,0.238204,,5.58259,,,,,,-0.170878,0.106107,
,10.2,3.01426,-0.363514,0.235369,,5.87915,,,,,,-0.0327145,0.06635,
,10.2,2.93959,-0.358294,0.241504,,6.13525,,,,,,0.00587702,0.0336685,
,10.2,2.86272,-0.485335,0.384802,,0.124804,,,,,,-0.10564,0.102247,
,10.2,2.87108,-0.466731,0.377412,,0.449994,,,,,,0.336631,0.0654903,
,10.2,2.86528,-0.455236,0.373835,,0.833037,,,,,,0.219809,0.0957939,
,10.2,2.91218,-0.466055,0.379097,,1.39596,,,,,,0.129282,0.162541,
,10.2,2.83006,-0.47304,0.391277,,1.97799,,,,,,0.177901,0.133356,
,10.2,2.8719,-0.493997,0.38837,,2.52508,,,,,,-0.0185757,0.177002,
,10.2,2.77568,-0.499069,0.385242,,3.9255,,,,,,-0.316461,0.253284,
,10.2,2.80378,-0.454223,0.380862,,5.19226,,,,,,-0.241717,0.186435,
,10.2,2.8624,-0.461134,0.38122,,5.75443,,,,,,-0.139862,0.12032,
,10.2,2.85482,-0.479556,0.380076,,6.13917,,,,,,-0.159634,0.0909607,
,10.2,2.53161,-0.525025,0.2021,,0.260415,,,,,,0.15354,0.0671879,
,10.2,2.65923,-0.606507,0.19205,,0.484122,,,,,,0.157046,0.0360082,
,10.2,2.67746,-0.577173,0.183199,,0.636328,,,,,,0.0708785,0.0500906,
,10.2,2.64277,-0.583694,0.190126,,2.34263,,,,,,0.231829,0.0993209,
,10.2,2.6109,-0.609658,0.188418,,2.89836,,,,,,0.0930666,0.107961,
,10.2,2.65161,-0.575611,0.192291,,3.52998,,,,,,-0.0268148,0.134803,
,10.2,2.65055,-0.59922,0.187969,,4.30172,,,,,,-0.241036,0.1515,
,10.2,2.64557,-0.632621,0.189564,,4.7535,,,,,,-0.125454,0.0935874,
,10.2,2.63114,-0.569023,0.184109,,5.43794,,,,,,-0.136562,0.106926,
,10.2,2.67818,-0.584891,0.185834,,5.70276,,,,,,-0.100586,0.041228,
,10.2,2.614,-0.582413,0.195709,,5.85795,,,,,,-0.00935985,0.0426156,
,10.2,2.52875,-0.504511,0.203369,,6.0753,,,,,,-0.259811,0.0896178,
,10.2,2.82696,-0.608022,0.242509,,0.0918737,,,,,,-0.034697,0.0395356,
,10.2,2.84335,-0.615785,0.234187,,0.278558,,,,,,0.0934845,0.041578,
,10.2,3.0125,-0.620987,0.225104,,0.460919,,,,,,-0.000849172,0.0588296,
,10.2,2.96754,-0.637258,0.243038,,0.791567,,,,,,0.438559,0.0844896,
,10.2,2.89196,-0.623956,0.269012,,1.56121,,,,,,0.401293,0.0930305,
,10.2,2.78453,-0.601082,0.258199,,2.07901,,,,,,0.235735,0.0946852,
,10.2,2.77272,-0.626002,0.263712,,2.53156,,,,,,0.136015,0.101198,
,10.2,2.77986,-0.627305,0.251362,,2.82112,,,,,,0.10617,0.100363,
,10.2,2.77223,-0.644942,0.263204,,3.18485,,,,,,0.0225519,0.110729,
,10.2,2.74079,-0.622779,0.268368,,3.61065,,,,,,-0.0898755,0.117582,
,10.2,2.87135,-0.614079,0.258544,,4.17425,,,,,,-0.12863,0.129383,
,10.2,2.83578,-0.665915,0.249324,,4.78224,,,,,,-0.453458,0.0995028,
,10.2,2.79833,-0.654088,0.251868,,5.23287,,,,,,-0.319984,0.105581,
,10.2,2.85389,-0.65915,0.256758,,5.5362,,,,,,-0.12087,0.0991151,
,10.2,3.02868,-0.634441,0.223134,,5.76543,,,,,,-0.141204,0.0731315,
,10.2,2.87479,-0.633615,0.22744,,5.93956,,,,,,0.0147439,0.039943,
,10.2,2.80952,-0.612291,0.240315,,6.15556,,,,,,0.00049997,0.0339391,
,10.2,2.89355,-0.717932,0.391229,,0.26874,,,,,,0.423499,0.0679473,
,10.2,2.94353,-0.732725,0.402181,,0.902319,,,,,,0.0775368,0.181839,
,10.2,2.81257,-0.740731,0.401434,,1.60688,,,,,,0.674695,0.0917888,
,10.2,2.8934,-0.77419,0.404296,,2.19086,,,,,,-0.442036,0.250849,
,10.2,2.90668,-0.759324,0.372887,,2.77136,,,,,,-0.117168,0.194888,
,10.2,2.87296,-0.775114,0.378667,,3.44636,,,,,,0.0988903,0.158318,
,10.2,2.85315,-0.758403,0.385803,,4.1111,,,,,,0.34059,0.130906,
,10.2,2.90565,-0.700193,0.387531,,6.07162,,,,,,-0.11512,0.0966181,
,10.2,2.81623,-1.27546,0.275222,,0.138191,,,,,,0.0763109,0.0678466,
,10.2,2.90098,-1.18929,0.236056,,0.35245,,,,,,0.0580808,0.0602879,
,10.2,2.87834,-1.17695,0.248325,,0.616379,,,,,,-0.0637202,0.106175,
,10.2,2.80984,-1.49393,0.263245,,1.14835,,,,,,0.0330118,0.127813,
,10.2,2.78172,-1.1526,0.268476,,2.50772,,,,,,0.0764736,0.145416,
,10.2,2.75453,-1.31685,0.264756,,3.02426,,,,,,-0.185095,0.13422,
,10.2,2.8257,-1.23004,0.277694,,3.61871,,,,,,0.217827,0.119907,
,10.2,2.88143,-1.5499,0.253484,,4.45122,,,,,,-0.392929,0.228327,
,10.2,2.82922,-1.3662,0.259159,,4.86438,,,,,,0.0457497,0.125782,
,10.2,2.80073,-1.26952,0.271738,,5.3641,,,,,,-0.129018,0.10996,
,10.2,2.8913,-1.21391,0.241971,,5.79563,,,,,,0.00139381,0.0734351,
,10.2,2.82199,-1.2158,0.249372,,5.9887,,,,,,-0.0868313,0.0516797,
,10.2,2.80156,-1.28478,0.278622,,6.1888,,,,,,-0.044697,0.0971339,
,10.2,3.53402,-0.226441,0.256867,,0.0860084,,,,,,0.00909785,0.0718643,
,10.2,3.54557,-0.229585,0.265326,,0.280645,,,,,,0.0765629,0.0916151,
,10.2,3.55665,-0.237676,0.274509,,0.461017,,,,,,-0.080779,0.12423,
,10.2,3.60305,-0.242324,0.293416,,0.67666,,,,,,0.0938286,0.0920213,
,10.2,3.62381,-0.242247,0.296223,,0.964781,,,,,,0.254069,0.0836062,
,10.2,3.64783,-0.245795,0.278662,,1.33311,,,,,,0.292508,0.0675501,
,10.2,3.67818,-0.245363,0.278519,,1.68026,,,,,,-0.0380433,0.105861,
,10.2,3.62031,-0.252022,0.271401,,2.1698,,,,,,0.246959,0.121535,
,10.2,3.72533,-0.251906,0.282729,,2.85581,,,,,,-0.136657,0.121891,
,10.2,3.76268,-0.257856,0.291317,,4.76792,,,,,,-0.214695,0.152175,
,10.2,3.5559,-0.239778,0.296254,,5.39873,,,,,,-0.312336,0.164617,
,10.2,3.51432,-0.227298,0.261642,,5.84219,,,,,,-0.0767539,0.0920482,
,10.2,3.51806,-0.224577,0.259002,,6.13598,,,,,,0.168548,0.0519336,
,10.2,4.05461,-0.338423,0.404529,,0.0944026,,,,,,3.35E-05,0.0827323,
,10.2,4.01977,-0.345942,0.409185,,0.281402,,,,,,0.314291,0.0846564,
,10.2,3.99438,-0.343673,0.408185,,0.480585,,,,,,0.0940388,0.0844622,
,10.2,3.94218,-0.331881,0.393378,,0.657211,,,,,,0.226174,0.110955,
,10.2,4.05537,-0.33701,0.409489,,0.84655,,,,,,-0.0946389,0.134426,
,10.2,4.09398,-0.322876,0.400502,,1.04517,,,,,,0.213834,0.11108,
,10.2,4.13061,-0.348218,0.415415,,1.24951,,,,,,0.375281,0.0765158,
,10.2,4.0153,-0.347673,0.419762,,1.49876,,,,,,-0.0571195,0.174045,
,10.2,4.11475,-0.351816,0.421142,,1.82024,,,,,,0.182147,0.110181,
,10.2,4.16693,-0.352786,0.421735,,2.23849,,,,,,0.503252,0.0792938,
,10.2,4.17103,-0.327795,0.390402,,2.984,,,,,,-0.192655,0.153734,
,10.2,4.08987,-0.375542,0.429376,,3.65557,,,,,,-0.150663,0.197222,
,10.2,4.24203,-0.365887,0.427642,,4.21018,,,,,,-0.141813,0.13907,
,10.2,4.13597,-0.370372,0.435786,,4.78599,,,,,,-0.315948,0.128779,
,10.2,4.08348,-0.36226,0.431503,,5.19603,,,,,,-0.229825,0.128785,
,10.2,4.00624,-0.321181,0.397967,,5.5765,,,,,,-0.171718,0.128574,
,10.2,4.02109,-0.335177,0.403253,,5.80907,,,,,,-0.203184,0.135252,
,10.2,4.00268,-0.324252,0.396152,,6.00468,,,,,,0.0355288,0.0891898,
,10.2,4.07962,-0.339786,0.405893,,6.18824,,,,,,0.0271083,0.107962,
,10.2,3.74768,-0.375851,0.260762,,0.0948156,,,,,,0.0373978,0.0375787,
,10.2,3.71437,-0.371534,0.257648,,0.279266,,,,,,0.0653471,0.0396216,
,10.2,3.60894,-0.377615,0.253365,,0.455702,,,,,,0.0499035,0.0520882,
,10.2,3.527,-0.373827,0.266543,,0.64683,,,,,,0.197284,0.11106,
,10.2,3.66679,-0.377277,0.296078,,0.981905,,,,,,0.241219,0.0742343,
,10.2,3.80866,-0.371355,0.284931,,1.32511,,,,,,0.246178,0.0762712,
,10.2,3.77949,-0.381352,0.284063,,1.58708,,,,,,0.249966,0.0812607,
,10.2,3.73858,-0.380318,0.275149,,1.96068,,,,,,0.294239,0.0686309,
,10.2,3.67316,-0.38091,0.281431,,2.41686,,,,,,0.111382,0.0970948,
,10.2,3.70322,-0.375194,0.274374,,2.88839,,,,,,0.077052,0.0850444,
,10.2,3.67784,-0.395887,0.283255,,3.31259,,,,,,0.0419381,0.0899197,
,10.2,3.66905,-0.37489,0.280889,,3.89814,,,,,,-0.176937,0.129611,
,10.2,3.72174,-0.37454,0.273064,,4.58101,,,,,,-0.160944,0.112864,
,10.2,3.78541,-0.40772,0.286891,,5.1002,,,,,,-0.237468,0.10075,
,10.2,3.55638,-0.370211,0.24391,,5.69376,,,,,,-0.211262,0.10007,
,10.2,3.67383,-0.381202,0.250208,,5.88131,,,,,,-0.129254,0.0572682,
,10.2,3.74277,-0.376956,0.260636,,6.12989,,,,,,-0.140436,0.0313996,
,10.2,3.95255,-0.5003,0.396172,,0.0939881,,,,,,0.0498468,0.0839981,
,10.2,3.89531,-0.510288,0.403767,,0.28881,,,,,,-0.0354157,0.0996355,
,10.2,4.00158,-0.492573,0.395563,,0.474413,,,,,,0.282301,0.0721741,
,10.2,4.03254,-0.488215,0.38427,,0.686644,,,,,,0.332003,0.0693032,
,10.2,4.03193,-0.49754,0.397626,,0.934997,,,,,,0.113569,0.0978344,
,10.2,4.12268,-0.503236,0.402378,,1.32289,,,,,,0.452099,0.0686252,
,10.2,4.08774,-0.515159,0.404418,,1.83509,,,,,,0.276031,0.0968645,
,10.2,4.04315,-0.534455,0.41077,,2.32602,,,,,,0.28401,0.0968227,
,10.2,4.18032,-0.492217,0.38316,,3.10605,,,,,,0.256107,0.111466,
,10.2,4.00042,-0.525797,0.414951,,3.57919,,,,,,0.0303533,0.138921,
,10.2,4.06439,-0.481012,0.39351,,4.23115,,,,,,-0.148224,0.138077,
,10.2,4.1419,-0.514609,0.412831,,4.93317,,,,,,-0.29156,0.139391,
,10.2,4.07277,-0.532595,0.42548,,5.56449,,,,,,-0.203253,0.101796,
,10.2,3.98292,-0.51595,0.402114,,5.91986,,,,,,-0.126303,0.113622,
,10.2,4.01169,-0.504119,0.39906,,6.15824,,,,,,-0.0249437,0.0743658,
,10.2,3.86099,-0.638865,0.287164,,0.0928857,,,,,,0.0734173,0.0408564,
,10.2,3.88793,-0.626341,0.278299,,0.286377,,,,,,0.021175,0.0379933,
,10.2,3.79562,-0.642614,0.2629,,0.462779,,,,,,0.128221,0.0397273,
,10.2,3.64484,-0.612718,0.256183,,0.659999,,,,,,0.255115,0.0831915,
,10.2,3.75555,-0.638461,0.293568,,1.32135,,,,,,0.450857,0.0929198,
,10.2,3.80166,-0.644727,0.284403,,1.93086,,,,,,0.300586,0.0993069,
,10.2,3.73285,-0.660097,0.285831,,2.52899,,,,,,-0.111614,0.106282,
,10.2,3.78764,-0.655051,0.285106,,3.02604,,,,,,0.145767,0.100373,
,10.2,3.65512,-0.657654,0.287434,,3.67671,,,,,,0.11351,0.116345,
,10.2,3.73192,-0.651497,0.271771,,4.38559,,,,,,-0.229764,0.139703,
,10.2,3.74172,-0.651162,0.27702,,4.86209,,,,,,-0.0430121,0.0939898,
,10.2,3.66622,-0.665295,0.276144,,5.41576,,,,,,-0.287994,0.0877474,
,10.2,3.71378,-0.64048,0.254483,,5.76663,,,,,,-0.158315,0.0499859,
,10.2,3.84409,-0.639794,0.271905,,5.93014,,,,,,-0.121095,0.0395727,
,10.2,3.87164,-0.641565,0.286161,,6.14666,,,,,,0.00338064,0.0347783,
,10.2,4.26018,-0.776407,0.400716,,0.083763,,,,,,0.0484245,0.0960897,
,10.2,4.19769,-0.793396,0.409379,,0.274663,,,,,,0.242801,0.0780425,
,10.2,4.09038,-0.766477,0.407647,,0.474265,,,,,,0.0249318,0.10788,
,10.2,4.11115,-0.762544,0.411609,,0.813648,,,,,,0.253094,0.0905475,
,10.2,4.04358,-0.769143,0.407505,,1.4513,,,,,,0.115324,0.1277,
,10.2,4.12114,-0.771011,0.414204,,1.97419,,,,,,0.0965134,0.124627,
,10.2,3.98508,-0.773797,0.400994,,2.43335,,,,,,-0.0613049,0.158021,
,10.2,3.99078,-0.78881,0.388752,,2.92453,,,,,,-0.00829656,0.128987,
,10.2,4.07119,-0.800276,0.400502,,3.5044,,,,,,0.142732,0.117182,
,10.2,3.99076,-0.828256,0.427872,,4.13375,,,,,,-0.599993,0.199453,
,10.2,4.17039,-0.805062,0.411822,,4.75308,,,,,,-0.596868,0.197804,
,10.2,4.13014,-0.784029,0.395172,,5.36806,,,,,,-0.228192,0.124662,
,10.2,4.25808,-0.781972,0.416047,,5.9578,,,,,,-0.18235,0.101902,
,10.2,4.20754,-0.796572,0.411121,,6.18774,,,,,,-0.0878935,0.0936287,
,10.2,3.72109,-1.4571,0.292437,,0.246333,,,,,,0.130053,0.0538751,
,10.2,3.85351,-1.17258,0.270836,,0.458685,,,,,,0.179863,0.0561623,
,10.2,3.7409,-1.32154,0.277242,,0.854298,,,,,,-0.0336346,0.119711,
,10.2,3.77585,-1.41509,0.291998,,2.75832,,,,,,-0.0455624,0.168256,
,10.2,3.78198,-1.50179,0.277737,,4.65304,,,,,,-0.337294,0.167677,
,10.2,3.74302,-1.48222,0.289498,,5.19612,,,,,,0.100837,0.10286,
,10.2,3.81488,-1.19783,0.266433,,5.76785,,,,,,-0.313852,0.0755232,
,10.2,3.7695,-1.25979,0.284418,,5.92679,,,,,,-0.0910101,0.0574563,
,10.2,3.66001,-1.78095,0.292774,,6.13343,,,,,,0.0248133,0.0874726,
,10.2,4.24985,-1.38966,0.379909,,0.121355,,,,,,-0.0031007,0.0960991,
,10.2,4.4088,-1.92134,0.381812,,0.418126,,,,,,0.268048,0.0896413,
,10.2,4.21596,-1.92825,0.425329,,1.19415,,,,,,-0.0239659,0.186465,
,10.2,4.17538,-1.7851,0.439209,,1.82937,,,,,,-0.236754,0.208639,
,10.2,4.18823,-1.48465,0.419707,,2.436,,,,,,-0.00386315,0.197044,
,10.2,4.18091,-1.42844,0.397672,,3.11643,,,,,,0.0167206,0.172997,
,10.2,4.15144,-1.62498,0.421467,,3.66171,,,,,,0.191874,0.12516,
,10.2,4.07838,-1.73086,0.418984,,4.31577,,,,,,-0.457244,0.295932,
,10.2,4.17371,-1.6501,0.424083,,4.98574,,,,,,-0.329872,0.19744,
,10.2,4.04591,-1.65303,0.40243,,5.58503,,,,,,-0.169693,0.115958,
,10.2,4.33069,-1.61137,0.375097,,6.08321,,,,,,-0.080988,0.0782852,
,10.2,5.95892,-0.439605,0.469464,,0.201558,,,,,,0.0774504,0.113898,
,10.2,5.90404,-0.451156,0.469466,,0.518179,,,,,,-0.082027,0.121923,
,10.2,5.7664,-0.388928,0.445298,,0.899532,,,,,,0.245013,0.0922816,
,10.2,5.69052,-0.395466,0.447387,,1.27677,,,,,,0.163176,0.107887,
,10.2,5.76688,-0.423708,0.460628,,1.79142,,,,,,0.215279,0.0966399,
,10.2,5.96922,-0.460746,0.469975,,2.40283,,,,,,0.00530533,0.147682,
,10.2,5.9076,-0.423441,0.465348,,4.95016,,,,,,-0.193446,0.11681,
,10.2,5.87924,-0.429166,0.465477,,5.58766,,,,,,-0.223748,0.104584,
,10.2,5.77409,-0.400206,0.460129,,6.10377,,,,,,-0.0914943,0.109791,
,10.2,5.71743,-0.603023,0.459224,,0.304525,,,,,,0.0775522,0.100394,
,10.2,5.73007,-0.600956,0.456479,,0.855436,,,,,,0.413535,0.0694137,
,10.2,5.9222,-0.60573,0.454361,,1.52046,,,,,,0.369131,0.0716808,
,10.2,5.87162,-0.645867,0.472273,,2.05598,,,,,,0.349085,0.128643,
,10.2,5.98776,-0.605554,0.457234,,2.76736,,,,,,0.029331,0.151646,
,10.2,5.83135,-0.591555,0.444212,,4.6774,,,,,,-0.472629,0.154739,
,10.2,5.80624,-0.616441,0.461837,,5.26217,,,,,,-0.152555,0.151916,
,10.2,5.5987,-0.598152,0.451709,,5.98261,,,,,,-0.170389,0.13422,
,10.2,5.53849,-0.812003,0.396205,,0.111275,,,,,,0.0513152,0.0898513,
,10.2,5.59936,-0.84066,0.429388,,0.443541,,,,,,0.112426,0.0919728,
,10.2,5.85014,-0.844229,0.45765,,1.12431,,,,,,0.0740115,0.141705,
,10.2,5.98055,-0.892812,0.469867,,1.66834,,,,,,0.297,0.123774,
,10.2,5.78627,-0.891138,0.466482,,2.2459,,,,,,-0.130885,0.200687,
,10.2,6.04983,-0.88094,0.46449,,3.54378,,,,,,0.0112543,0.151725,
,10.2,5.49806,-0.818696,0.393503,,6.10577,,,,,,-0.200763,0.0960178,
,10.2,5.89528,-1.84477,0.42962,,0.196675,,,,,,-0.0462211,0.0943194,
,10.2,5.8143,-2.3997,0.447658,,0.628694,,,,,,-0.0349884,0.144159,
,10.2,6.13293,-2.56913,0.481677,,1.27317,,,,,,-0.162325,0.239178,
,10.2,5.76037,-1.95673,0.440237,,4.46427,,,,,,-0.322069,0.219937,
,10.2,6.04023,-2.22563,0.473094,,5.05513,,,,,,-0.125249,0.197941,
,10.2,5.91145,-1.92996,0.433561,,5.85814,,,,,,-0.050524,0.0973697,
,10.2,5.90068,-1.94132,0.446192,,6.15582,,,,,,0.239287,0.0957501,
