bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,D4_sigma (nb/Gev^4),D4_sigma_stat_plus,D4_sigma_stat_minus,D4_sigma_sys_plus,D4_sigma_sys_minus,link
,,1.303,0.446,0.154,,172.5,,,,,,0.0833066,0.0144984,0.0144984,0.0174502,0.0174502,
,,1.303,0.446,0.154,,187.5,,,,,,0.0459527,0.0120442,0.0120442,0.0346729,0.0346729,
,,1.303,0.446,0.154,,202.6,,,,,,0.0940719,0.0153131,0.0153131,0.00911323,0.00911323,
,,1.303,0.446,0.154,,217.7,,,,,,0.0960258,0.0125409,0.0125409,0.0123656,0.0123656,
,,1.303,0.446,0.154,,232.8,,,,,,0.113579,0.0138965,0.0138965,0.0126808,0.0126808,
,,1.303,0.447,0.154,,247.9,,,,,,0.0912273,0.0125585,0.0125585,0.00829873,0.00829873,
,,1.302,0.447,0.154,,263,,,,,,0.113791,0.0124586,0.0124586,0.0103722,0.0103722,
,,1.302,0.447,0.154,,278.1,,,,,,0.195157,0.0186998,0.0186998,0.0195955,0.0195955,
,,1.302,0.447,0.154,,293.2,,,,,,0.294484,0.0233359,0.0233359,0.0197115,0.0197115,
,,1.302,0.447,0.155,,308.3,,,,,,0.498781,0.0363163,0.0363163,0.0562029,0.0562029,
,,1.301,0.451,0.155,,322.9,,,,,,0.879012,0.0589743,0.0589743,0.0901319,0.0901319,
,,1.303,0.603,0.155,,36.5,,,,,,0.46254,0.0226012,0.0226012,0.0345653,0.0345653,
,,1.302,0.604,0.155,,51.7,,,,,,0.264482,0.0176579,0.0176579,0.019098,0.019098,
,,1.303,0.604,0.155,,66.8,,,,,,0.165504,0.0156075,0.0156075,0.0106255,0.0106255,
,,1.303,0.604,0.155,,81.9,,,,,,0.0901792,0.012959,0.012959,0.00699878,0.00699878,
,,1.303,0.604,0.154,,97,,,,,,0.0528898,0.00689474,0.00689474,0.0071713,0.0071713,
,,1.303,0.604,0.154,,112.1,,,,,,0.055294,0.00736304,0.00736304,0.00810639,0.00810639,
,,1.303,0.604,0.154,,127.2,,,,,,0.0619639,0.0116761,0.0116761,0.00556272,0.00556272,
,,1.303,0.603,0.154,,142.3,,,,,,0.0554564,0.0174486,0.0174486,0.00621147,0.00621147,
,,1.303,0.603,0.154,,157.4,,,,,,0.00684517,0.00557979,0.00557979,0.000810919,0.000810919,
,,1.303,0.603,0.154,,172.5,,,,,,0.0438729,0.0180498,0.0180498,0.00702362,0.00702362,
,,1.303,0.603,0.154,,202.6,,,,,,0.00864919,0.00722376,0.00722376,0.00106831,0.00106831,
,,1.303,0.603,0.154,,217.7,,,,,,0.0128564,0.00426661,0.00426661,0.00386682,0.00386682,
,,1.303,0.604,0.154,,232.8,,,,,,0.0881453,0.0158923,0.0158923,0.00769157,0.00769157,
,,1.303,0.604,0.154,,247.9,,,,,,0.0497213,0.0080992,0.0080992,0.00763803,0.00763803,
,,1.303,0.604,0.154,,263,,,,,,0.0703013,0.00826247,0.00826247,0.0077991,0.0077991,
,,1.303,0.604,0.155,,278.1,,,,,,0.0789998,0.00826805,0.00826805,0.00686753,0.00686753,
,,1.303,0.604,0.155,,293.2,,,,,,0.11508,0.010744,0.010744,0.0088116,0.0088116,
,,1.302,0.604,0.155,,308.3,,,,,,0.167129,0.0151466,0.0151466,0.01011,0.01011,
,,1.303,0.603,0.155,,323.5,,,,,,0.505368,0.029064,0.029064,0.032086,0.032086,
,,1.295,0.895,0.154,,7.8,,,,,,0.297623,0.0228228,0.0228228,0.0194808,0.0194808,
,,1.303,0.86,0.155,,21.7,,,,,,0.240773,0.015708,0.015708,0.0147172,0.0147172,
,,1.303,0.863,0.155,,36.6,,,,,,0.131945,0.00817487,0.00817487,0.00933729,0.00933729,
,,1.303,0.865,0.155,,51.7,,,,,,0.0785729,0.00624859,0.00624859,0.00788187,0.00788187,
,,1.303,0.865,0.155,,66.8,,,,,,0.0457166,0.00480811,0.00480811,0.0033478,0.0033478,
,,1.303,0.865,0.155,,81.9,,,,,,0.0372079,0.0063076,0.0063076,0.00780646,0.00780646,
,,1.303,0.865,0.155,,97,,,,,,0.0178489,0.00386669,0.00386669,0.00315304,0.00315304,
,,1.303,0.865,0.155,,112.1,,,,,,0.0217724,0.00762392,0.00762392,1417.41,1417.41,
,,1.303,0.864,0.155,,232.8,,,,,,0.0442843,0.0267133,0.0267133,0.00905925,0.00905925,
,,1.303,0.865,0.155,,247.9,,,,,,0.0126624,0.00488425,0.00488425,0.00179616,0.00179616,
,,1.303,0.865,0.155,,263,,,,,,0.0118711,0.0025508,0.0025508,0.00147562,0.00147562,
,,1.303,0.865,0.155,,293.2,,,,,,0.040989,0.00413441,0.00413441,0.00362938,0.00362938,
,,1.303,0.865,0.155,,308.3,,,,,,0.0842836,0.00895746,0.00895746,0.00595083,0.00595083,
,,1.303,0.863,0.155,,323.4,,,,,,0.138197,0.0104815,0.0104815,0.00974688,0.00974688,
,,1.303,0.86,0.155,,338.3,,,,,,0.275412,0.0154478,0.0154478,0.0209641,0.0209641,
,,1.295,0.895,0.154,,352.2,,,,,,0.330772,0.0224264,0.0224264,0.021252,0.021252,
,,1.302,1.392,0.155,,7.2,,,,,,0.0492117,0.0039346,0.0039346,0.00460428,0.00460428,
,,1.302,1.386,0.155,,21.8,,,,,,0.032678,0.00364768,0.00364768,0.00246506,0.00246506,
,,1.303,1.382,0.155,,36.7,,,,,,0.0177387,0.00212656,0.00212656,0.00139446,0.00139446,
,,1.303,1.38,0.155,,51.7,,,,,,0.0125552,0.0016838,0.0016838,0.00127872,0.00127872,
,,1.304,1.379,0.155,,66.8,,,,,,0.00726499,0.00136195,0.00136195,0.00124719,0.00124719,
,,1.304,1.379,0.155,,81.9,,,,,,0.0152121,0.0101632,0.0101632,0.00863173,0.00863173,
,,1.303,1.378,0.154,,157.3,,,,,,0.00932424,0.00398533,0.00398533,0.00292388,0.00292388,
,,1.305,1.38,0.155,,172.5,,,,,,0.0194574,0.0168569,0.0168569,0.00786826,0.00786826,
,,1.304,1.379,0.155,,278.1,,,,,,0.00692336,0.00182273,0.00182273,0.000959419,0.000959419,
,,1.304,1.379,0.155,,293.2,,,,,,0.010458,0.00212204,0.00212204,0.00170103,0.00170103,
,,1.303,1.38,0.155,,308.3,,,,,,0.00914745,0.0017518,0.0017518,0.000667835,0.000667835,
,,1.303,1.382,0.155,,323.3,,,,,,0.0261152,0.00344275,0.00344275,0.00210412,0.00210412,
,,1.302,1.386,0.155,,338.2,,,,,,0.0405635,0.00340624,0.00340624,0.00254957,0.00254957,
,,1.302,1.392,0.155,,352.8,,,,,,0.0570741,0.00389871,0.00389871,0.00403532,0.00403532,
,,1.423,0.108,0.155,,67,,,,,,3.60818,0.196878,0.196878,0.452549,0.452549,
,,1.424,0.108,0.155,,82.1,,,,,,2.67534,0.129183,0.129183,0.196792,0.196792,
,,1.424,0.108,0.155,,97.2,,,,,,2.04188,0.110815,0.110815,0.161646,0.161646,
,,1.425,0.108,0.155,,112.2,,,,,,1.76345,0.121499,0.121499,0.125281,0.125281,
,,1.425,0.108,0.155,,127.3,,,,,,1.67797,0.158384,0.158384,0.227288,0.227288,
,,1.425,0.108,0.155,,142.3,,,,,,1.24277,0.0933727,0.0933727,0.11086,0.11086,
,,1.425,0.108,0.155,,157.4,,,,,,1.36766,0.104608,0.104608,0.0863413,0.0863413,
,,1.425,0.108,0.155,,172.5,,,,,,1.60414,0.164408,0.164408,0.206836,0.206836,
,,1.425,0.108,0.155,,187.5,,,,,,1.08367,0.103562,0.103562,0.169325,0.169325,
,,1.425,0.108,0.155,,202.6,,,,,,1.30869,0.0996404,0.0996404,0.0914483,0.0914483,
,,1.425,0.108,0.155,,217.7,,,,,,1.34743,0.102123,0.102123,0.116348,0.116348,
,,1.425,0.108,0.155,,232.7,,,,,,1.45696,0.120319,0.120319,0.171626,0.171626,
,,1.425,0.108,0.155,,247.8,,,,,,2.1151,0.157706,0.157706,0.256049,0.256049,
,,1.424,0.108,0.155,,262.8,,,,,,1.98686,0.10661,0.10661,0.136836,0.136836,
,,1.424,0.108,0.155,,277.9,,,,,,2.75836,0.140637,0.140637,0.165172,0.165172,
,,1.423,0.108,0.155,,293,,,,,,3.25549,0.173048,0.173048,0.231474,0.231474,
,,1.424,0.153,0.155,,67,,,,,,2.5201,0.12035,0.12035,0.153511,0.153511,
,,1.425,0.153,0.155,,82,,,,,,1.89842,0.0903877,0.0903877,0.120915,0.120915,
,,1.425,0.153,0.155,,97.1,,,,,,1.28642,0.0623681,0.0623681,0.0898401,0.0898401,
,,1.426,0.153,0.155,,112.2,,,,,,1.08657,0.0668316,0.0668316,0.0832358,0.0832358,
,,1.426,0.152,0.155,,127.3,,,,,,0.976484,0.0808912,0.0808912,0.074425,0.074425,
,,1.426,0.152,0.155,,142.3,,,,,,0.804274,0.0591217,0.0591217,0.0504248,0.0504248,
,,1.426,0.152,0.155,,157.4,,,,,,0.74043,0.0521409,0.0521409,0.0591512,0.0591512,
,,1.426,0.152,0.155,,172.5,,,,,,0.666662,0.0560798,0.0560798,0.0541383,0.0541383,
,,1.426,0.152,0.155,,187.5,,,,,,0.990763,0.0936949,0.0936949,0.0606937,0.0606937,
,,1.426,0.152,0.155,,202.6,,,,,,0.764119,0.0552265,0.0552265,0.0679876,0.0679876,
,,1.426,0.152,0.155,,217.7,,,,,,0.862088,0.0584965,0.0584965,0.0822863,0.0822863,
,,1.426,0.152,0.155,,232.7,,,,,,0.907844,0.0696649,0.0696649,0.0866151,0.0866151,
,,1.426,0.153,0.155,,247.8,,,,,,0.921401,0.0587086,0.0587086,0.0706746,0.0706746,
,,1.425,0.153,0.155,,262.9,,,,,,1.25498,0.0629038,0.0629038,0.0851765,0.0851765,
,,1.425,0.153,0.155,,278,,,,,,1.51248,0.0655081,0.0655081,0.117002,0.117002,
,,1.424,0.153,0.155,,293,,,,,,2.44785,0.110498,0.110498,0.256852,0.256852,
,,1.425,0.203,0.155,,66.9,,,,,,1.46978,0.0785751,0.0785751,0.110543,0.110543,
,,1.425,0.203,0.155,,82,,,,,,1.23574,0.0730575,0.0730575,0.12156,0.12156,
,,1.426,0.203,0.155,,97.1,,,,,,0.871081,0.0502323,0.0502323,0.0575197,0.0575197,
,,1.426,0.203,0.155,,112.2,,,,,,0.673936,0.0486245,0.0486245,0.043386,0.043386,
,,1.426,0.203,0.155,,127.3,,,,,,0.513631,0.0506593,0.0506593,0.0357745,0.0357745,
,,1.426,0.203,0.155,,142.3,,,,,,0.373888,0.0328808,0.0328808,0.0296374,0.0296374,
,,1.426,0.203,0.155,,157.4,,,,,,0.346519,0.0283429,0.0283429,0.0241273,0.0241273,
,,1.426,0.203,0.155,,172.5,,,,,,0.394738,0.0402249,0.0402249,0.0362869,0.0362869,
,,1.426,0.203,0.155,,187.5,,,,,,0.537792,0.0584703,0.0584703,0.0741305,0.0741305,
,,1.426,0.203,0.155,,202.6,,,,,,0.512076,0.0449962,0.0449962,0.0345722,0.0345722,
,,1.426,0.203,0.155,,217.7,,,,,,0.404218,0.0319905,0.0319905,0.0411958,0.0411958,
,,1.426,0.203,0.155,,232.7,,,,,,0.500808,0.044045,0.044045,0.063177,0.063177,
,,1.426,0.203,0.155,,247.8,,,,,,0.791379,0.0700252,0.0700252,0.0622993,0.0622993,
,,1.426,0.203,0.155,,262.9,,,,,,0.71606,0.0430029,0.0430029,0.0503432,0.0503432,
,,1.425,0.203,0.155,,278,,,,,,0.992932,0.0519774,0.0519774,0.0728702,0.0728702,
,,1.425,0.203,0.155,,293.1,,,,,,1.4292,0.0696286,0.0696286,0.130279,0.130279,
,,1.424,0.263,0.155,,52.1,,,,,,2.03627,0.127089,0.127089,0.122819,0.122819,
,,1.425,0.262,0.155,,66.9,,,,,,1.14692,0.0628929,0.0628929,0.0925145,0.0925145,
,,1.426,0.262,0.155,,82,,,,,,0.699096,0.044346,0.044346,0.0466898,0.0466898,
,,1.426,0.262,0.155,,97.1,,,,,,0.431229,0.0271237,0.0271237,0.032861,0.032861,
,,1.426,0.261,0.155,,112.2,,,,,,0.45818,0.0344225,0.0344225,0.0311496,0.0311496,
,,1.427,0.261,0.155,,127.3,,,,,,0.298908,0.0275944,0.0275944,0.0277003,0.0277003,
,,1.427,0.261,0.155,,142.3,,,,,,0.254777,0.0246406,0.0246406,0.0188254,0.0188254,
,,1.427,0.261,0.155,,157.4,,,,,,0.267747,0.0237329,0.0237329,0.0203952,0.0203952,
,,1.427,0.261,0.155,,172.5,,,,,,0.261289,0.0260519,0.0260519,0.0163849,0.0163849,
,,1.427,0.261,0.155,,187.5,,,,,,0.31149,0.0349352,0.0349352,0.0228307,0.0228307,
,,1.427,0.261,0.155,,202.6,,,,,,0.240681,0.0206255,0.0206255,0.0145671,0.0145671,
,,1.427,0.261,0.155,,217.7,,,,,,0.263387,0.0206149,0.0206149,0.0208818,0.0208818,
,,1.427,0.261,0.155,,232.7,,,,,,0.249315,0.0207743,0.0207743,0.026927,0.026927,
,,1.426,0.261,0.155,,247.8,,,,,,0.453696,0.0420063,0.0420063,0.0609696,0.0609696,
,,1.426,0.262,0.155,,262.9,,,,,,0.504702,0.034417,0.034417,0.0355343,0.0355343,
,,1.426,0.262,0.155,,278,,,,,,0.668085,0.0353229,0.0353229,0.0486178,0.0486178,
,,1.425,0.262,0.155,,293.1,,,,,,1.1574,0.0593645,0.0593645,0.0780668,0.0780668,
,,1.424,0.263,0.155,,307.9,,,,,,1.39109,0.0909332,0.0909332,0.108055,0.108055,
,,1.426,0.34,0.155,,51.7,,,,,,0.993066,0.0484351,0.0484351,0.0583576,0.0583576,
,,1.426,0.34,0.155,,66.9,,,,,,0.914262,0.0337559,0.0337559,0.0571956,0.0571956,
,,1.426,0.34,0.155,,82,,,,,,0.414815,0.0327325,0.0327325,0.040156,0.040156,
,,1.426,0.34,0.155,,97.1,,,,,,0.249216,0.0176477,0.0176477,0.0208718,0.0208718,
,,1.427,0.34,0.155,,112.2,,,,,,0.264302,0.0222853,0.0222853,0.0249503,0.0249503,
,,1.427,0.34,0.155,,127.2,,,,,,0.192965,0.0214061,0.0214061,0.0166637,0.0166637,
,,1.427,0.34,0.155,,142.3,,,,,,0.157124,0.0175883,0.0175883,0.0114665,0.0114665,
,,1.427,0.34,0.155,,157.4,,,,,,0.168577,0.0170336,0.0170336,0.0140966,0.0140966,
,,1.427,0.34,0.155,,172.5,,,,,,0.110323,0.012504,0.012504,0.0129405,0.0129405,
,,1.427,0.34,0.155,,187.5,,,,,,0.136454,0.0163379,0.0163379,0.0102636,0.0102636,
,,1.427,0.34,0.155,,202.6,,,,,,0.195048,0.0220595,0.0220595,0.0182399,0.0182399,
,,1.427,0.34,0.155,,217.7,,,,,,0.200431,0.0194796,0.0194796,0.0148885,0.0148885,
,,1.427,0.34,0.155,,232.8,,,,,,0.220722,0.0249855,0.0249855,0.0168223,0.0168223,
,,1.427,0.34,0.155,,247.8,,,,,,0.20584,0.0214153,0.0214153,0.0157092,0.0157092,
,,1.426,0.34,0.155,,262.9,,,,,,0.294111,0.0248628,0.0248628,0.019759,0.019759,
,,1.426,0.34,0.155,,278,,,,,,0.391512,0.0251214,0.0251214,0.0301308,0.0301308,
,,1.426,0.34,0.155,,293.1,,,,,,0.952458,0.0336666,0.0336666,0.0588659,0.0588659,
,,1.426,0.34,0.155,,308.3,,,,,,0.950557,0.05497,0.05497,1.42664,1.42664,
,,1.426,0.446,0.156,,51.7,,,,,,0.507045,0.0249148,0.0249148,0.0355768,0.0355768,
,,1.426,0.447,0.156,,66.9,,,,,,0.272047,0.020855,0.020855,0.0220961,0.0220961,
,,1.426,0.447,0.156,,82,,,,,,0.181337,0.0159076,0.0159076,0.0135874,0.0135874,
,,1.427,0.447,0.155,,97.1,,,,,,0.15271,0.0125529,0.0125529,0.0136201,0.0136201,
,,1.427,0.446,0.155,,112.2,,,,,,0.126937,0.0119653,0.0119653,0.0139795,0.0139795,
,,1.427,0.446,0.155,,127.2,,,,,,0.107699,0.013514,0.013514,0.0145908,0.0145908,
,,1.427,0.446,0.155,,142.3,,,,,,0.0989797,0.013264,0.013264,0.00848328,0.00848328,
,,1.427,0.446,0.155,,157.4,,,,,,0.0664119,0.00738954,0.00738954,0.00693788,0.00693788,
,,1.427,0.446,0.155,,172.5,,,,,,0.0659137,0.00770858,0.00770858,0.00499137,0.00499137,
,,1.427,0.446,0.155,,187.5,,,,,,0.0868681,0.0118706,0.0118706,0.00806714,0.00806714,
,,1.427,0.446,0.155,,202.6,,,,,,0.0786564,0.00885618,0.00885618,0.00613743,0.00613743,
,,1.427,0.446,0.155,,217.7,,,,,,0.0592269,0.00605579,0.00605579,0.0063258,0.0063258,
,,1.427,0.446,0.155,,232.8,,,,,,0.0899648,0.00986578,0.00986578,0.00914338,0.00914338,
,,1.427,0.446,0.155,,247.8,,,,,,0.111063,0.0118468,0.0118468,0.0117802,0.0117802,
,,1.427,0.447,0.155,,262.9,,,,,,0.160876,0.0152929,0.0152929,0.0101518,0.0101518,
,,1.426,0.447,0.156,,278,,,,,,0.217777,0.017132,0.017132,0.0146346,0.0146346,
,,1.426,0.447,0.156,,293.1,,,,,,0.321328,0.0220352,0.0220352,0.0233856,0.0233856,
,,1.426,0.446,0.156,,308.3,,,,,,0.502965,0.029428,0.029428,0.0477298,0.0477298,
,,1.426,0.602,0.156,,36.7,,,,,,0.385558,0.0203532,0.0203532,0.0244297,0.0244297,
,,1.426,0.603,0.156,,51.8,,,,,,0.200129,0.0119956,0.0119956,0.0122675,0.0122675,
,,1.426,0.604,0.156,,66.9,,,,,,0.139191,0.0120302,0.0120302,0.00914265,0.00914265,
,,1.427,0.604,0.156,,82,,,,,,0.0900062,0.0097928,0.0097928,0.00680402,0.00680402,
,,1.427,0.604,0.156,,97.1,,,,,,0.0756153,0.00753639,0.00753639,0.00501161,0.00501161,
,,1.427,0.604,0.156,,112.2,,,,,,0.0485741,0.00534508,0.00534508,0.00461505,0.00461505,
,,1.427,0.603,0.156,,127.2,,,,,,0.0596739,0.00826087,0.00826087,0.00746494,0.00746494,
,,1.428,0.603,0.156,,142.3,,,,,,0.0489849,0.00841074,0.00841074,0.0116793,0.0116793,
,,1.428,0.603,0.156,,157.4,,,,,,0.0239735,0.0034767,0.0034767,0.00283872,0.00283872,
,,1.428,0.603,0.156,,172.5,,,,,,0.0369919,0.00580484,0.00580484,0.00317484,0.00317484,
,,1.428,0.603,0.156,,187.5,,,,,,0.0442136,0.00864085,0.00864085,0.00372065,0.00372065,
,,1.428,0.603,0.156,,202.6,,,,,,0.0319285,0.00527373,0.00527373,0.00374261,0.00374261,
,,1.428,0.603,0.156,,217.7,,,,,,0.0389343,0.00545653,0.00545653,0.00403791,0.00403791,
,,1.427,0.603,0.156,,232.8,,,,,,0.0499872,0.00635881,0.00635881,0.00662136,0.00662136,
,,1.427,0.604,0.156,,247.8,,,,,,0.0492752,0.00757416,0.00757416,0.00425845,0.00425845,
,,1.427,0.604,0.156,,262.9,,,,,,0.0555062,0.00610488,0.00610488,0.00531406,0.00531406,
,,1.427,0.604,0.156,,278,,,,,,0.100235,0.00844004,0.00844004,0.00753623,0.00753623,
,,1.426,0.604,0.156,,293.1,,,,,,0.168816,0.015084,0.015084,0.0110989,0.0110989,
,,1.426,0.603,0.156,,308.2,,,,,,0.206922,0.0157931,0.0157931,0.0129,0.0129,
,,1.426,0.602,0.156,,323.3,,,,,,0.337753,0.0202602,0.0202602,0.0571339,0.0571339,
,,1.422,0.869,0.156,,7.5,,,,,,0.214642,0.0150695,0.0150695,0.0135819,0.0135819,
,,1.426,0.858,0.156,,21.9,,,,,,0.194786,0.0126277,0.0126277,0.012779,0.012779,
,,1.426,0.862,0.156,,36.8,,,,,,0.0876772,0.00584765,0.00584765,0.00525416,0.00525416,
,,1.426,0.864,0.156,,51.8,,,,,,0.0593512,0.00433243,0.00433243,0.00573046,0.00573046,
,,1.427,0.864,0.156,,66.9,,,,,,0.0591082,0.00619091,0.00619091,0.00397661,0.00397661,
,,1.427,0.865,0.156,,82,,,,,,0.0349561,0.00459457,0.00459457,0.00298795,0.00298795,
,,1.427,0.865,0.156,,97.1,,,,,,0.0243995,0.00363224,0.00363224,0.00155198,0.00155198,
,,1.428,0.865,0.156,,112.2,,,,,,0.00922085,0.0015201,0.0015201,0.000840437,0.000840437,
,,1.428,0.864,0.156,,127.2,,,,,,0.0115157,0.00304403,0.00304403,0.00112042,0.00112042,
,,1.428,0.864,0.156,,142.3,,,,,,0.0081791,0.0033029,0.0033029,0.00315904,0.00315904,
,,1.428,0.864,0.155,,172.5,,,,,,0.0123051,0.00511247,0.00511247,0.00419238,0.00419238,
,,1.428,0.864,0.155,,202.6,,,,,,0.00754683,0.00517272,0.00517272,0.00313872,0.00313872,
,,1.428,0.864,0.156,,217.7,,,,,,0.00797954,0.00290502,0.00290502,0.000698303,0.000698303,
,,1.428,0.864,0.156,,232.8,,,,,,0.00748529,0.0021696,0.0021696,0.00235297,0.00235297,
,,1.428,0.865,0.156,,247.8,,,,,,0.0133572,0.00231703,0.00231703,0.00451402,0.00451402,
,,1.427,0.865,0.156,,262.9,,,,,,0.0233869,0.00347448,0.00347448,0.00187929,0.00187929,
,,1.427,0.865,0.156,,278,,,,,,0.0275822,0.00298372,0.00298372,0.0023459,0.0023459,
,,1.427,0.864,0.156,,293.1,,,,,,0.0372962,0.00378245,0.00378245,0.0038068,0.0038068,
,,1.426,0.864,0.156,,308.2,,,,,,0.0541785,0.00494046,0.00494046,0.00508403,0.00508403,
,,1.426,0.862,0.156,,323.2,,,,,,0.103542,0.00720686,0.00720686,0.00940181,0.00940181,
,,1.426,0.858,0.156,,338.1,,,,,,0.163527,0.00860597,0.00860597,0.0105308,0.0105308,
,,1.422,0.869,0.156,,352.5,,,,,,0.176116,0.0108913,0.0108913,0.0118132,0.0118132,
,,1.424,1.382,0.156,,7.3,,,,,,0.0301036,0.00262102,0.00262102,0.00221759,0.00221759,
,,1.425,1.381,0.156,,22,,,,,,0.0227179,0.0021818,0.0021818,0.00206423,0.00206423,
,,1.426,1.381,0.156,,36.9,,,,,,0.0160933,0.00194145,0.00194145,0.00110962,0.00110962,
,,1.426,1.38,0.156,,51.9,,,,,,0.0103624,0.001206,0.001206,0.000753071,0.000753071,
,,1.427,1.38,0.156,,66.9,,,,,,0.00616011,0.00128557,0.00128557,0.000561487,0.000561487,
,,1.428,1.38,0.156,,82,,,,,,0.0104516,0.0031523,0.0031523,0.00122891,0.00122891,
,,1.428,1.379,0.156,,97,,,,,,0.00578335,0.00195607,0.00195607,0.000961658,0.000961658,
,,1.428,1.379,0.156,,247.9,,,,,,0.00534491,0.00293571,0.00293571,0.000497027,0.000497027,
,,1.428,1.379,0.156,,263,,,,,,0.0038741,0.00115288,0.00115288,0.000512155,0.000512155,
,,1.428,1.38,0.156,,278,,,,,,0.00414561,0.000881777,0.000881777,0.00160725,0.00160725,
,,1.427,1.38,0.156,,293.1,,,,,,0.00566156,0.000940092,0.000940092,0.00078235,0.00078235,
,,1.426,1.381,0.156,,323.1,,,,,,0.0193211,0.00228207,0.00228207,0.00161606,0.00161606,
,,1.425,1.381,0.156,,338,,,,,,0.0205561,0.00181047,0.00181047,0.00177627,0.00177627,
,,1.424,1.382,0.156,,352.7,,,,,,0.0324469,0.00243686,0.00243686,0.108316,0.108316,
,,1.484,0.109,0.184,,7.5,,,,,,3.28944,0.230949,0.230949,0.410019,0.410019,
,,1.483,0.109,0.184,,22.3,,,,,,3.75378,0.179514,0.179514,0.239285,0.239285,
,,1.484,0.109,0.184,,37.1,,,,,,3.13625,0.131461,0.131461,0.188665,0.188665,
,,1.485,0.109,0.184,,52.1,,,,,,2.39009,0.123423,0.123423,0.151942,0.151942,
,,1.486,0.109,0.184,,67.1,,,,,,1.58261,0.116797,0.116797,0.29095,0.29095,
,,1.486,0.109,0.184,,82.1,,,,,,1.31686,0.10462,0.10462,0.101274,0.101274,
,,1.487,0.108,0.184,,97.2,,,,,,1.32584,0.105013,0.105013,0.103547,0.103547,
,,1.487,0.108,0.184,,112.2,,,,,,1.01569,0.0920484,0.0920484,0.0777663,0.0777663,
,,1.487,0.108,0.184,,127.3,,,,,,0.809564,0.103675,0.103675,0.0561801,0.0561801,
,,1.487,0.108,0.184,,142.3,,,,,,0.841645,0.103523,0.103523,0.0838599,0.0838599,
,,1.487,0.108,0.184,,157.4,,,,,,0.556645,0.0585616,0.0585616,0.0544233,0.0544233,
,,1.487,0.108,0.184,,172.5,,,,,,0.727001,0.1114,0.1114,0.0717127,0.0717127,
,,1.487,0.108,0.184,,187.5,,,,,,0.545443,0.0872943,0.0872943,0.0557602,0.0557602,
,,1.487,0.108,0.184,,202.6,,,,,,0.475303,0.0529145,0.0529145,0.037258,0.037258,
,,1.487,0.108,0.184,,232.7,,,,,,0.620703,0.0690745,0.0690745,0.131646,0.131646,
,,1.487,0.108,0.184,,247.8,,,,,,0.957045,0.0866958,0.0866958,0.0731978,0.0731978,
,,1.487,0.108,0.184,,262.8,,,,,,0.968188,0.0678608,0.0678608,0.0705122,0.0705122,
,,1.486,0.109,0.184,,277.9,,,,,,1.28689,0.0909638,0.0909638,0.10627,0.10627,
,,1.486,0.109,0.184,,292.9,,,,,,1.74508,0.124364,0.124364,0.141811,0.141811,
,,1.485,0.109,0.184,,307.9,,,,,,2.41738,0.134863,0.134863,0.189211,0.189211,
,,1.484,0.109,0.184,,322.9,,,,,,2.64329,0.111599,0.111599,0.242508,0.242508,
,,1.483,0.109,0.184,,337.7,,,,,,3.8471,0.191316,0.191316,0.239917,0.239917,
,,1.487,0.152,0.186,,22.8,,,,,,3.10962,0.246056,0.246056,0.185399,0.185399,
,,1.485,0.154,0.184,,37,,,,,,2.08288,0.0752912,0.0752912,0.12945,0.12945,
,,1.486,0.154,0.184,,52,,,,,,1.52767,0.0627883,0.0627883,0.0920675,0.0920675,
,,1.486,0.153,0.184,,67,,,,,,1.15675,0.0694125,0.0694125,0.0754447,0.0754447,
,,1.487,0.153,0.184,,82.1,,,,,,0.817788,0.0522498,0.0522498,0.0783697,0.0783697,
,,1.487,0.153,0.184,,97.1,,,,,,0.732793,0.0472686,0.0472686,0.0571351,0.0571351,
,,1.488,0.153,0.184,,112.2,,,,,,0.487856,0.0343118,0.0343118,0.0365552,0.0365552,
,,1.488,0.153,0.184,,127.3,,,,,,0.42553,0.0435837,0.0435837,0.03417,0.03417,
,,1.488,0.153,0.184,,142.3,,,,,,0.446953,0.0462026,0.0462026,0.0418725,0.0418725,
,,1.488,0.153,0.184,,157.4,,,,,,0.362969,0.0364586,0.0364586,0.0269081,0.0269081,
,,1.488,0.153,0.184,,172.5,,,,,,0.332098,0.037159,0.037159,0.0357996,0.0357996,
,,1.488,0.153,0.184,,187.5,,,,,,0.4918,0.0675637,0.0675637,0.0882995,0.0882995,
,,1.488,0.153,0.184,,202.6,,,,,,0.40393,0.0394029,0.0394029,0.0263862,0.0263862,
,,1.488,0.153,0.184,,217.7,,,,,,0.367013,0.0310961,0.0310961,0.0355805,0.0355805,
,,1.488,0.153,0.184,,232.7,,,,,,0.578329,0.0614431,0.0614431,0.0578508,0.0578508,
,,1.488,0.153,0.184,,247.8,,,,,,0.536947,0.0444069,0.0444069,0.0464176,0.0464176,
,,1.487,0.153,0.184,,262.9,,,,,,0.807568,0.0548771,0.0548771,0.0729691,0.0729691,
,,1.487,0.153,0.184,,277.9,,,,,,0.819479,0.0495739,0.0495739,0.0731857,0.0731857,
,,1.486,0.153,0.184,,293,,,,,,1.25091,0.0841325,0.0841325,0.08221,0.08221,
,,1.486,0.154,0.184,,308,,,,,,1.73863,0.0822552,0.0822552,0.106801,0.106801,
