bin,k,q_squared,t,x_b,w,phi,D^4_sigma (nb/Gev^4),D^4_sigma_stat_plus,D^4_sigma_stat_minus,D^4_sigma_sys_plus,D^4_sigma_sys_minus,1/2 Helc_diff_d4_sigma (nb/GeV^4),1/2 Helc_diff_d4_sigma_stat_plus,1/2 Helc_diff_d4_sigma_stat_minus,1/2 Helc_diff_d4_sigma_sys_plus,1/2 Helc_diff_d4_sigma_sys_minus,link
,,4.56,-0.154,0.504,,97.5,1.66E-03,1.60E-04,1.60E-04,1.10E-04,-6.40E-05,3.02E-04,1.80E-04,1.80E-04,1.00E-04,-4.10E-05,
,,4.56,-0.154,0.504,,112.5,1.87E-03,1.60E-04,1.60E-04,5.60E-05,-1.20E-04,6.42E-04,1.80E-04,1.80E-04,2.30E-05,-7.30E-05,
,,4.56,-0.154,0.504,,127.5,1.77E-03,1.60E-04,1.60E-04,9.60E-05,-5.70E-05,5.62E-04,1.70E-04,1.70E-04,2.70E-05,-7.20E-05,
,,4.56,-0.154,0.504,,142.5,1.60E-03,1.50E-04,1.50E-04,6.90E-05,-6.20E-05,2.31E-04,1.60E-04,1.60E-04,4.10E-05,-1.20E-05,
,,4.56,-0.154,0.504,,157.5,1.87E-03,1.60E-04,1.60E-04,6.90E-05,-7.50E-05,5.99E-04,1.70E-04,1.70E-04,1.10E-04,-3.60E-05,
,,4.56,-0.154,0.504,,172.5,1.85E-03,1.70E-04,1.70E-04,1.20E-04,-1.50E-04,2.25E-04,1.70E-04,1.70E-04,1.00E-04,-1.50E-04,
,,4.56,-0.154,0.504,,187.5,2.14E-03,1.80E-04,1.80E-04,8.80E-05,-6.50E-05,2.67E-04,1.80E-04,1.80E-04,6.10E-05,-2.20E-05,
,,4.56,-0.154,0.504,,202.5,1.98E-03,1.90E-04,1.90E-04,1.00E-04,-1.00E-04,-7.05E-05,1.90E-04,1.90E-04,8.00E-05,-1.00E-04,
,,4.56,-0.154,0.504,,217.5,1.96E-03,1.90E-04,1.90E-04,7.10E-05,-1.10E-04,-7.53E-05,2.00E-04,2.00E-04,6.00E-05,-8.00E-05,
,,4.56,-0.154,0.504,,232.5,1.97E-03,1.80E-04,1.80E-04,1.30E-04,-6.20E-05,-3.88E-04,2.00E-04,2.00E-04,7.10E-05,-4.20E-05,
,,4.56,-0.154,0.504,,247.5,2.05E-03,1.80E-04,1.80E-04,1.10E-04,-7.30E-05,-1.80E-04,2.00E-04,2.00E-04,5.00E-05,-8.00E-05,
,,4.56,-0.154,0.504,,262.5,2.13E-03,1.80E-04,1.80E-04,1.40E-04,-1.00E-04,-3.88E-04,2.10E-04,2.10E-04,7.10E-05,-7.10E-05,
,,4.56,-0.154,0.504,,277.5,2.28E-03,1.80E-04,1.80E-04,1.10E-04,-9.10E-05,-6.53E-04,2.20E-04,2.20E-04,3.70E-05,-5.40E-05,
,,4.56,-0.154,0.504,,292.5,2.42E-03,1.90E-04,1.90E-04,1.10E-04,-1.00E-04,-9.83E-04,2.30E-04,2.30E-04,9.50E-05,-5.90E-05,
,,4.56,-0.154,0.504,,307.5,2.44E-03,2.20E-04,2.20E-04,7.60E-05,-1.90E-04,-7.02E-04,2.70E-04,2.70E-04,1.00E-04,-1.20E-04,
,,4.56,-0.154,0.504,,322.5,2.32E-03,2.90E-04,2.90E-04,8.00E-05,-9.90E-05,-1.08E-03,3.40E-04,3.40E-04,7.80E-05,-1.30E-04,
,,4.56,-0.154,0.504,,337.5,2.19E-03,3.70E-04,3.70E-04,2.20E-04,-2.00E-04,-5.95E-04,4.10E-04,4.10E-04,4.40E-05,-3.80E-04,
,,4.56,-0.154,0.504,,352.5,2.34E-03,4.40E-04,4.40E-04,1.20E-04,-1.70E-04,-9.12E-04,4.60E-04,4.60E-04,1.80E-04,-2.70E-04,
,,4.57,-0.216,0.506,,7.5,1.79E-03,5.90E-04,5.90E-04,2.00E-04,-1.60E-04,4.44E-04,6.00E-04,6.00E-04,5.20E-05,-1.30E-04,
,,4.57,-0.216,0.506,,22.5,2.56E-03,5.30E-04,5.30E-04,2.30E-04,-2.00E-04,-2.43E-04,5.50E-04,5.50E-04,1.00E-04,-1.50E-04,
,,4.57,-0.216,0.506,,37.5,2.21E-03,3.50E-04,3.50E-04,9.60E-05,-2.00E-04,4.77E-04,3.70E-04,3.70E-04,7.20E-05,-1.20E-04,
,,4.57,-0.216,0.506,,52.5,2.15E-03,2.70E-04,2.70E-04,1.40E-04,-1.50E-04,5.07E-04,2.90E-04,2.90E-04,9.10E-05,-1.00E-04,
,,4.57,-0.216,0.506,,67.5,1.52E-03,1.90E-04,1.90E-04,6.80E-05,-1.00E-04,4.36E-04,2.20E-04,2.20E-04,7.10E-05,-1.40E-04,
,,4.57,-0.216,0.506,,82.5,1.40E-03,1.70E-04,1.70E-04,4.60E-05,-6.50E-05,2.79E-04,2.00E-04,2.00E-04,7.10E-05,-9.00E-05,
,,4.57,-0.216,0.506,,97.5,1.27E-03,1.60E-04,1.60E-04,7.10E-05,-3.90E-05,1.55E-04,1.80E-04,1.80E-04,9.00E-05,-2.10E-05,
,,4.57,-0.216,0.506,,112.5,1.65E-03,1.60E-04,1.60E-04,5.10E-05,-6.40E-05,3.82E-04,1.70E-04,1.70E-04,5.10E-05,-4.20E-05,
,,4.57,-0.216,0.506,,127.5,1.29E-03,1.50E-04,1.50E-04,1.20E-04,-4.30E-05,3.33E-04,1.60E-04,1.60E-04,9.10E-05,-1.00E-04,
,,4.57,-0.216,0.506,,142.5,1.86E-03,1.70E-04,1.70E-04,6.90E-05,-1.10E-04,2.75E-04,1.80E-04,1.80E-04,1.30E-05,-1.20E-04,
,,4.57,-0.216,0.506,,157.5,1.61E-03,1.60E-04,1.60E-04,6.30E-05,-5.70E-05,6.18E-05,1.70E-04,1.70E-04,1.40E-04,-6.00E-05,
,,4.57,-0.216,0.506,,172.5,1.81E-03,1.70E-04,1.70E-04,5.80E-05,-8.90E-05,-2.78E-04,1.90E-04,1.90E-04,6.10E-05,-2.20E-05,
,,4.57,-0.216,0.506,,187.5,2.23E-03,1.90E-04,1.90E-04,1.00E-04,-1.30E-04,1.17E-04,2.00E-04,2.00E-04,3.00E-05,-1.00E-04,
,,4.57,-0.216,0.506,,202.5,2.12E-03,1.90E-04,1.90E-04,1.50E-04,-7.50E-05,-3.43E-05,2.00E-04,2.00E-04,1.10E-06,-1.50E-04,
,,4.57,-0.216,0.506,,217.5,2.06E-03,2.00E-04,2.00E-04,1.30E-04,-1.20E-04,2.15E-05,2.10E-04,2.10E-04,4.00E-05,-7.00E-05,
,,4.57,-0.216,0.506,,232.5,2.08E-03,1.90E-04,1.90E-04,9.40E-05,-9.40E-05,-6.92E-04,2.10E-04,2.10E-04,3.70E-05,-1.10E-04,
,,4.57,-0.216,0.506,,247.5,2.23E-03,1.90E-04,1.90E-04,1.00E-04,-9.70E-05,-6.40E-04,2.00E-04,2.00E-04,6.30E-05,-2.00E-05,
,,4.57,-0.216,0.506,,262.5,2.18E-03,1.90E-04,1.90E-04,8.90E-05,-1.20E-04,-5.24E-04,2.10E-04,2.10E-04,4.30E-05,-7.20E-05,
,,4.57,-0.216,0.506,,277.5,1.89E-03,1.80E-04,1.80E-04,1.10E-04,-6.40E-05,-5.96E-04,2.10E-04,2.10E-04,4.40E-05,-7.30E-05,
,,4.57,-0.216,0.506,,292.5,1.91E-03,2.00E-04,2.00E-04,7.60E-05,-7.00E-05,-2.43E-04,2.30E-04,2.30E-04,7.80E-06,-9.00E-05,
,,4.57,-0.216,0.506,,307.5,2.00E-03,2.50E-04,2.50E-04,8.50E-05,-1.30E-04,-9.76E-04,2.80E-04,2.80E-04,1.00E-04,-3.30E-05,
,,4.57,-0.216,0.506,,322.5,1.74E-03,3.40E-04,3.40E-04,1.60E-04,-1.10E-04,-7.25E-04,3.60E-04,3.60E-04,1.00E-04,-1.10E-04,
,,4.57,-0.216,0.506,,337.5,1.83E-03,4.70E-04,4.70E-04,2.70E-04,-7.40E-05,9.68E-05,4.80E-04,4.80E-04,1.20E-04,-1.40E-04,
,,4.57,-0.216,0.506,,352.5,1.31E-03,5.90E-04,5.90E-04,4.90E-05,-1.10E-04,5.80E-05,6.00E-04,6.00E-04,2.00E-04,-1.40E-04,
,,4.59,-0.305,0.508,,7.5,1.92E-03,8.40E-04,8.40E-04,9.10E-05,-2.60E-04,-3.49E-04,8.10E-04,8.10E-04,2.70E-04,-1.30E-04,
,,4.59,-0.305,0.508,,22.5,1.89E-03,6.30E-04,6.30E-04,3.40E-04,-1.20E-04,1.06E-03,6.50E-04,6.50E-04,1.80E-04,-5.20E-05,
,,4.59,-0.305,0.508,,37.5,7.49E-04,3.50E-04,3.50E-04,1.00E-04,-1.10E-04,9.19E-04,3.60E-04,3.60E-04,1.00E-04,-2.10E-04,
,,4.59,-0.305,0.508,,52.5,1.06E-03,2.10E-04,2.10E-04,1.50E-04,-4.40E-05,4.65E-04,2.30E-04,2.30E-04,9.10E-05,-3.30E-05,
,,4.59,-0.305,0.508,,67.5,1.03E-03,1.60E-04,1.60E-04,3.70E-05,-9.50E-05,7.06E-04,1.90E-04,1.90E-04,5.50E-05,-1.20E-04,
,,4.59,-0.305,0.508,,82.5,1.26E-03,1.40E-04,1.40E-04,8.00E-05,-5.50E-05,3.91E-04,1.60E-04,1.60E-04,4.20E-05,-6.10E-05,
,,4.59,-0.305,0.508,,97.5,1.25E-03,1.30E-04,1.30E-04,7.90E-05,-5.50E-05,2.61E-04,1.50E-04,1.50E-04,1.30E-05,-9.00E-05,
,,4.59,-0.305,0.508,,112.5,1.36E-03,1.10E-04,1.10E-04,6.50E-05,-7.30E-05,2.58E-04,1.30E-04,1.30E-04,2.20E-05,-7.00E-05,
,,4.59,-0.305,0.508,,127.5,1.27E-03,1.10E-04,1.10E-04,4.80E-05,-3.90E-05,2.40E-04,1.20E-04,1.20E-04,1.30E-05,-6.00E-05,
,,4.59,-0.305,0.508,,142.5,1.34E-03,1.10E-04,1.10E-04,5.70E-05,-5.00E-05,2.79E-04,1.20E-04,1.20E-04,1.30E-05,-3.10E-05,
,,4.59,-0.305,0.508,,157.5,1.67E-03,1.30E-04,1.30E-04,5.40E-05,-6.40E-05,2.20E-04,1.40E-04,1.40E-04,8.00E-05,-1.20E-04,
,,4.59,-0.305,0.508,,172.5,1.54E-03,1.30E-04,1.30E-04,7.60E-05,-5.50E-05,1.09E-04,1.50E-04,1.50E-04,1.10E-05,-9.00E-05,
,,4.59,-0.305,0.508,,187.5,1.46E-03,1.30E-04,1.30E-04,4.80E-05,-1.30E-04,-1.71E-04,1.40E-04,1.40E-04,4.00E-05,-5.00E-05,
,,4.59,-0.305,0.508,,202.5,1.94E-03,1.40E-04,1.40E-04,6.60E-05,-7.70E-05,-2.54E-04,1.50E-04,1.50E-04,9.00E-05,-4.10E-05,
,,4.59,-0.305,0.508,,217.5,1.86E-03,1.40E-04,1.40E-04,6.30E-05,-1.20E-04,-3.09E-04,1.60E-04,1.60E-04,7.10E-05,-1.60E-04,
,,4.59,-0.305,0.508,,232.5,1.71E-03,1.30E-04,1.30E-04,1.10E-04,-7.90E-05,-4.82E-04,1.50E-04,1.50E-04,7.20E-05,-1.80E-05,
,,4.59,-0.305,0.508,,247.5,1.61E-03,1.30E-04,1.30E-04,5.20E-05,-7.00E-05,-4.93E-04,1.40E-04,1.40E-04,4.30E-05,-2.50E-05,
,,4.59,-0.305,0.508,,262.5,1.48E-03,1.30E-04,1.30E-04,6.00E-05,-1.10E-04,-3.86E-04,1.50E-04,1.50E-04,1.60E-05,-3.20E-05,
,,4.59,-0.305,0.508,,277.5,1.78E-03,1.50E-04,1.50E-04,5.40E-05,-8.80E-05,-4.84E-04,1.70E-04,1.70E-04,9.10E-05,-1.80E-05,
,,4.59,-0.305,0.508,,292.5,1.46E-03,1.70E-04,1.70E-04,7.40E-05,-9.10E-05,-1.20E-04,2.00E-04,2.00E-04,5.00E-05,-7.00E-05,
,,4.59,-0.305,0.508,,307.5,1.80E-03,2.40E-04,2.40E-04,7.30E-05,-1.00E-04,-5.17E-04,2.70E-04,2.70E-04,9.20E-05,-8.20E-05,
,,4.59,-0.305,0.508,,322.5,2.28E-03,3.60E-04,3.60E-04,1.60E-04,-1.90E-04,4.80E-05,3.70E-04,3.70E-04,6.00E-05,-1.90E-04,
,,4.59,-0.305,0.508,,337.5,2.09E-03,5.90E-04,5.90E-04,8.70E-05,-2.60E-04,1.09E-05,5.50E-04,5.50E-04,2.10E-04,-2.10E-04,
,,4.59,-0.305,0.508,,352.5,1.67E-03,6.90E-04,6.90E-04,2.70E-04,-9.40E-05,4.86E-04,6.70E-04,6.70E-04,1.70E-04,-1.80E-05,
,,5.33,-0.03,0.482,,7.5,4.23E-03,2.90E-04,2.90E-04,3.20E-04,-1.40E-04,-4.00E-04,3.80E-04,3.80E-04,1.40E-04,-7.10E-05,
,,5.33,-0.03,0.482,,22.5,3.98E-03,2.90E-04,2.90E-04,1.60E-04,-1.30E-04,3.90E-04,3.60E-04,3.60E-04,1.40E-04,-2.40E-05,
,,5.33,-0.03,0.482,,37.5,3.66E-03,2.60E-04,2.60E-04,1.40E-04,-1.60E-04,9.43E-04,3.30E-04,3.30E-04,1.60E-04,-1.60E-04,
,,5.33,-0.03,0.482,,52.5,4.10E-03,2.80E-04,2.80E-04,1.40E-04,-2.10E-04,3.26E-04,3.50E-04,3.50E-04,4.10E-05,-1.30E-04,
,,5.33,-0.03,0.482,,67.5,3.09E-03,2.50E-04,2.50E-04,2.60E-04,-1.60E-04,3.75E-04,3.00E-04,3.00E-04,2.80E-04,-7.10E-05,
,,5.33,-0.03,0.482,,82.5,3.35E-03,2.50E-04,2.50E-04,1.50E-04,-1.20E-04,4.48E-04,3.00E-04,3.00E-04,1.00E-04,-3.30E-05,
,,5.33,-0.03,0.482,,97.5,2.88E-03,2.40E-04,2.40E-04,1.90E-04,-1.20E-04,4.72E-04,2.80E-04,2.80E-04,1.10E-04,-8.10E-05,
,,5.33,-0.03,0.482,,112.5,3.13E-03,2.40E-04,2.40E-04,9.90E-05,-1.70E-04,1.96E-04,2.90E-04,2.90E-04,1.30E-04,-3.10E-05,
,,5.33,-0.03,0.482,,127.5,2.93E-03,2.20E-04,2.20E-04,1.10E-04,-9.70E-05,5.68E-04,2.70E-04,2.70E-04,6.30E-05,-6.30E-05,
,,5.33,-0.03,0.482,,142.5,2.71E-03,2.20E-04,2.20E-04,8.70E-05,-1.40E-04,3.93E-04,2.60E-04,2.60E-04,6.10E-05,-1.10E-04,
,,5.33,-0.03,0.482,,157.5,2.68E-03,2.20E-04,2.20E-04,1.40E-04,-1.40E-04,1.22E-04,2.70E-04,2.70E-04,5.00E-05,-2.00E-04,
,,5.33,-0.03,0.482,,172.5,2.44E-03,2.20E-04,2.20E-04,1.00E-04,-1.10E-04,-1.39E-04,2.70E-04,2.70E-04,6.00E-05,-8.00E-05,
,,5.33,-0.03,0.482,,187.5,2.59E-03,2.20E-04,2.20E-04,1.50E-04,-8.00E-05,3.96E-04,2.50E-04,2.50E-04,4.20E-05,-1.60E-04,
,,5.33,-0.03,0.482,,202.5,2.73E-03,2.20E-04,2.20E-04,1.60E-04,-1.10E-04,-2.17E-04,2.60E-04,2.60E-04,7.00E-05,-4.10E-05,
,,5.33,-0.03,0.482,,217.5,2.63E-03,2.10E-04,2.10E-04,1.30E-04,-8.80E-05,-1.10E-04,2.50E-04,2.50E-04,8.00E-05,-6.00E-05,
,,5.33,-0.03,0.482,,232.5,2.92E-03,2.30E-04,2.30E-04,1.50E-04,-1.10E-04,-1.23E-04,2.70E-04,2.70E-04,5.00E-05,-1.00E-04,
,,5.33,-0.03,0.482,,247.5,2.92E-03,2.30E-04,2.30E-04,1.70E-04,-1.00E-04,-5.40E-04,2.80E-04,2.80E-04,5.30E-05,-5.30E-05,
,,5.33,-0.03,0.482,,262.5,3.77E-03,2.60E-04,2.60E-04,1.20E-04,-1.80E-04,-2.91E-04,3.10E-04,3.10E-04,8.10E-05,-1.40E-05,
,,5.33,-0.03,0.482,,277.5,3.62E-03,2.70E-04,2.70E-04,1.20E-04,-1.70E-04,-2.41E-04,3.20E-04,3.20E-04,1.10E-04,-8.00E-05,
,,5.33,-0.03,0.482,,292.5,3.67E-03,2.60E-04,2.60E-04,1.50E-04,-1.30E-04,-8.39E-04,3.20E-04,3.20E-04,9.40E-05,-1.10E-04,
,,5.33,-0.03,0.482,,307.5,3.65E-03,2.60E-04,2.60E-04,1.60E-04,-1.70E-04,-8.09E-05,3.40E-04,3.40E-04,7.00E-05,-1.30E-04,
,,5.33,-0.03,0.482,,322.5,4.27E-03,2.90E-04,2.90E-04,1.70E-04,-2.10E-04,7.94E-05,3.50E-04,3.50E-04,1.00E-04,-8.00E-05,
,,5.33,-0.03,0.482,,337.5,4.19E-03,2.80E-04,2.80E-04,1.30E-04,-1.50E-04,-2.67E-04,3.50E-04,3.50E-04,1.30E-04,-9.00E-05,
,,5.33,-0.03,0.482,,352.5,4.24E-03,2.90E-04,2.90E-04,1.70E-04,-1.50E-04,-1.10E-04,3.40E-04,3.40E-04,2.20E-04,-1.20E-04,
,,5.34,-0.0882,0.483,,7.5,4.47E-03,3.70E-04,3.70E-04,1.70E-04,-2.80E-04,1.83E-04,2.20E-04,2.20E-04,1.80E-04,-1.20E-05,
,,5.34,-0.0882,0.483,,22.5,3.94E-03,3.30E-04,3.30E-04,2.20E-04,-1.30E-04,2.71E-04,2.30E-04,2.30E-04,2.40E-04,-7.10E-05,
,,5.34,-0.0882,0.483,,37.5,3.54E-03,2.90E-04,2.90E-04,1.30E-04,-1.10E-04,9.20E-04,2.40E-04,2.40E-04,1.40E-04,-7.60E-05,
,,5.34,-0.0882,0.483,,52.5,3.00E-03,2.40E-04,2.40E-04,1.60E-04,-1.60E-04,-5.76E-05,2.30E-04,2.30E-04,5.00E-05,-8.00E-05,
,,5.34,-0.0882,0.483,,67.5,2.76E-03,2.30E-04,2.30E-04,1.20E-04,-1.20E-04,3.74E-04,2.50E-04,2.50E-04,5.10E-05,-6.10E-05,
,,5.34,-0.0882,0.483,,82.5,2.48E-03,2.30E-04,2.30E-04,1.60E-04,-9.00E-05,5.07E-04,2.60E-04,2.60E-04,4.30E-05,-1.60E-04,
,,5.34,-0.0882,0.483,,97.5,2.36E-03,2.10E-04,2.10E-04,8.70E-05,-1.00E-04,3.55E-04,2.50E-04,2.50E-04,5.10E-05,-1.30E-04,
,,5.34,-0.0882,0.483,,112.5,1.96E-03,1.90E-04,1.90E-04,9.90E-05,-8.40E-05,9.82E-04,2.30E-04,2.30E-04,1.30E-04,-1.40E-04,
,,5.34,-0.0882,0.483,,127.5,1.86E-03,1.80E-04,1.80E-04,1.30E-04,-6.30E-05,3.12E-04,2.30E-04,2.30E-04,9.10E-05,-6.10E-05,
,,5.34,-0.0882,0.483,,142.5,1.97E-03,1.90E-04,1.90E-04,1.40E-04,-6.20E-05,2.89E-04,2.30E-04,2.30E-04,8.10E-05,-7.10E-05,
,,5.34,-0.0882,0.483,,157.5,1.81E-03,1.80E-04,1.80E-04,1.20E-04,-5.40E-05,3.78E-04,2.20E-04,2.20E-04,1.10E-04,-4.20E-05,
,,5.34,-0.0882,0.483,,172.5,2.18E-03,2.00E-04,2.00E-04,8.20E-05,-1.40E-04,8.15E-05,2.50E-04,2.50E-04,6.00E-05,-6.00E-05,
,,5.34,-0.0882,0.483,,187.5,2.05E-03,1.90E-04,1.90E-04,7.90E-05,-1.00E-04,-1.37E-04,2.40E-04,2.40E-04,1.00E-04,-7.00E-05,
,,5.34,-0.0882,0.483,,202.5,2.21E-03,2.00E-04,2.00E-04,2.20E-04,-1.00E-04,-2.24E-04,2.50E-04,2.50E-04,1.10E-04,-9.00E-05,
,,5.34,-0.0882,0.483,,217.5,1.86E-03,1.90E-04,1.90E-04,1.10E-04,-6.90E-05,-5.29E-04,2.20E-04,2.20E-04,1.10E-04,-4.30E-05,
,,5.34,-0.0882,0.483,,232.5,2.31E-03,2.20E-04,2.20E-04,7.50E-05,-1.60E-04,-1.49E-05,2.60E-04,2.60E-04,4.00E-05,-7.00E-05,
,,5.34,-0.0882,0.483,,247.5,2.61E-03,2.20E-04,2.20E-04,9.90E-05,-9.30E-05,-8.23E-04,2.70E-04,2.70E-04,8.40E-05,-1.00E-04,
,,5.34,-0.0882,0.483,,262.5,2.56E-03,2.20E-04,2.20E-04,1.00E-04,-1.20E-04,-3.50E-04,2.60E-04,2.60E-04,6.10E-05,-1.10E-04,
,,5.34,-0.0882,0.483,,277.5,2.63E-03,2.40E-04,2.40E-04,1.80E-04,-8.10E-05,-2.49E-04,2.70E-04,2.70E-04,6.10E-05,-1.20E-04,
,,5.34,-0.0882,0.483,,292.5,3.29E-03,2.50E-04,2.50E-04,2.40E-04,-1.50E-04,-3.32E-04,2.70E-04,2.70E-04,7.10E-05,-1.10E-04,
,,5.34,-0.0882,0.483,,307.5,3.41E-03,2.70E-04,2.70E-04,1.80E-04,-1.70E-04,2.30E-04,2.60E-04,2.60E-04,8.00E-05,-2.60E-04,
,,5.34,-0.0882,0.483,,322.5,3.75E-03,2.90E-04,2.90E-04,1.60E-04,-1.30E-04,-3.35E-04,2.40E-04,2.40E-04,3.20E-05,-1.90E-04,
,,5.34,-0.0882,0.483,,337.5,4.00E-03,3.30E-04,3.30E-04,1.40E-04,-1.80E-04,-2.80E-04,2.20E-04,2.20E-04,7.10E-05,-1.10E-04,
,,5.34,-0.0882,0.483,,352.5,4.13E-03,3.60E-04,3.60E-04,2.80E-04,-1.30E-04,1.29E-04,2.10E-04,2.10E-04,9.00E-05,-2.30E-04,
,,5.36,-0.147,0.485,,7.5,3.76E-03,5.70E-04,5.70E-04,2.70E-04,-3.00E-04,-6.36E-05,6.20E-04,6.20E-04,3.30E-04,-2.10E-04,
,,5.36,-0.147,0.485,,22.5,2.91E-03,4.40E-04,4.40E-04,1.70E-04,-8.90E-05,5.97E-04,4.90E-04,4.90E-04,6.30E-05,-1.60E-04,
,,5.36,-0.147,0.485,,37.5,3.03E-03,3.20E-04,3.20E-04,1.80E-04,-1.80E-04,3.85E-04,3.90E-04,3.90E-04,1.70E-04,-1.30E-04,
,,5.36,-0.147,0.485,,52.5,2.64E-03,2.50E-04,2.50E-04,1.80E-04,-9.40E-05,1.29E-03,3.10E-04,3.10E-04,5.70E-05,-9.90E-05,
,,5.36,-0.147,0.485,,67.5,2.43E-03,2.30E-04,2.30E-04,1.20E-04,-9.50E-05,1.25E-03,2.70E-04,2.70E-04,8.90E-05,-6.40E-05,
,,5.36,-0.147,0.485,,82.5,1.86E-03,2.00E-04,2.00E-04,9.00E-05,-9.00E-05,7.61E-05,2.40E-04,2.40E-04,9.00E-05,-7.00E-05,
,,5.36,-0.147,0.485,,97.5,2.16E-03,2.10E-04,2.10E-04,8.20E-05,-8.20E-05,3.71E-04,2.40E-04,2.40E-04,1.40E-04,-6.10E-05,
,,5.36,-0.147,0.485,,112.5,1.89E-03,1.90E-04,1.90E-04,6.00E-05,-9.00E-05,4.45E-04,2.20E-04,2.20E-04,6.20E-05,-5.20E-05,
,,5.36,-0.147,0.485,,127.5,1.42E-03,1.70E-04,1.70E-04,7.40E-05,-1.10E-04,-3.89E-05,1.80E-04,1.80E-04,8.00E-05,-5.00E-05,
,,5.36,-0.147,0.485,,142.5,1.54E-03,1.70E-04,1.70E-04,7.60E-05,-5.50E-05,1.85E-04,1.70E-04,1.70E-04,1.70E-04,-3.10E-05,
,,5.36,-0.147,0.485,,157.5,1.78E-03,1.80E-04,1.80E-04,1.40E-04,-9.60E-05,3.57E-05,1.70E-04,1.70E-04,7.00E-05,-1.00E-05,
,,5.36,-0.147,0.485,,172.5,1.63E-03,1.80E-04,1.80E-04,9.40E-05,-7.00E-05,2.13E-04,1.60E-04,1.60E-04,6.00E-05,-2.10E-05,
,,5.36,-0.147,0.485,,187.5,1.75E-03,1.90E-04,1.90E-04,6.60E-05,-1.00E-04,-3.38E-04,1.70E-04,1.70E-04,2.30E-05,-8.10E-05,
,,5.36,-0.147,0.485,,202.5,1.80E-03,1.90E-04,1.90E-04,6.70E-05,-9.70E-05,-9.49E-05,1.70E-04,1.70E-04,4.00E-05,-5.00E-05,
,,5.36,-0.147,0.485,,217.5,1.51E-03,1.90E-04,1.90E-04,7.50E-05,-5.40E-05,-1.33E-04,1.80E-04,1.80E-04,7.00E-05,-3.00E-05,
,,5.36,-0.147,0.485,,232.5,1.87E-03,2.10E-04,2.10E-04,9.00E-05,-1.60E-04,-5.98E-04,2.10E-04,2.10E-04,3.60E-05,-1.20E-04,
,,5.36,-0.147,0.485,,247.5,1.80E-03,2.00E-04,2.00E-04,6.20E-05,-8.10E-05,-3.62E-04,2.20E-04,2.20E-04,7.10E-05,-5.10E-05,
,,5.36,-0.147,0.485,,262.5,2.37E-03,2.20E-04,2.20E-04,8.70E-05,-1.00E-04,-4.81E-04,2.60E-04,2.60E-04,1.30E-04,-1.10E-04,
,,5.36,-0.147,0.485,,277.5,2.51E-03,2.40E-04,2.40E-04,2.30E-04,-1.20E-04,-7.19E-04,2.90E-04,2.90E-04,9.30E-05,-2.70E-04,
,,5.36,-0.147,0.485,,292.5,2.92E-03,2.50E-04,2.50E-04,1.00E-04,-1.50E-04,-9.43E-04,3.00E-04,3.00E-04,9.50E-05,-7.60E-05,
,,5.36,-0.147,0.485,,307.5,2.96E-03,2.70E-04,2.70E-04,1.40E-04,-9.40E-05,-1.44E-03,3.40E-04,3.40E-04,7.60E-05,-1.00E-04,
,,5.36,-0.147,0.485,,322.5,3.31E-03,3.60E-04,3.60E-04,1.50E-04,-1.70E-04,-7.31E-04,4.30E-04,4.30E-04,8.30E-05,-1.00E-04,
,,5.36,-0.147,0.485,,337.5,3.29E-03,4.40E-04,4.40E-04,3.20E-04,-1.30E-04,3.25E-04,5.10E-04,5.10E-04,1.60E-04,-1.40E-04,
,,5.36,-0.147,0.485,,352.5,3.77E-03,5.80E-04,5.80E-04,2.20E-04,-2.40E-04,-7.88E-05,6.00E-04,6.00E-04,6.00E-05,-9.00E-05,
,,5.37,-0.206,0.486,,7.5,3.35E-03,1.10E-03,1.10E-03,4.20E-04,-2.20E-04,1.30E-04,8.90E-04,8.90E-04,1.70E-04,-2.40E-04,
,,5.37,-0.206,0.486,,22.5,2.06E-03,6.20E-04,6.20E-04,8.60E-05,-2.70E-04,-1.58E-04,5.70E-04,5.70E-04,1.40E-04,-2.40E-04,
,,5.37,-0.206,0.486,,37.5,2.70E-03,4.30E-04,4.30E-04,1.10E-04,-1.50E-04,9.08E-04,4.20E-04,4.20E-04,7.60E-05,-3.00E-04,
,,5.37,-0.206,0.486,,52.5,2.47E-03,2.90E-04,2.90E-04,7.40E-05,-1.90E-04,8.13E-04,3.20E-04,3.20E-04,2.60E-05,-1.80E-04,
,,5.37,-0.206,0.486,,67.5,2.03E-03,2.30E-04,2.30E-04,6.40E-05,-1.20E-04,1.15E-03,2.60E-04,2.60E-04,5.40E-05,-9.70E-05,
,,5.37,-0.206,0.486,,82.5,1.82E-03,2.00E-04,2.00E-04,1.10E-04,-8.10E-05,2.40E-04,2.40E-04,2.40E-04,1.00E-04,-7.00E-05,
,,5.37,-0.206,0.486,,97.5,1.63E-03,1.90E-04,1.90E-04,1.30E-04,-9.40E-05,2.12E-04,2.20E-04,2.20E-04,1.00E-04,-3.10E-05,
,,5.37,-0.206,0.486,,112.5,1.39E-03,1.80E-04,1.80E-04,1.50E-04,-5.80E-05,3.54E-04,2.10E-04,2.10E-04,4.20E-05,-6.10E-05,
,,5.37,-0.206,0.486,,127.5,1.98E-03,1.90E-04,1.90E-04,9.20E-05,-1.10E-04,5.14E-04,2.20E-04,2.20E-04,5.30E-05,-7.20E-05,
