bin,k,q_squared,t,x_b,w,phi,sigma,sigma_stat_plus,sigma_stat_minus,sigma_sys_plus,sigma_sys_minus,Helc_diff_D^4_sigma (nb/Gev^4),Helc_diff_D^4_sigma_stat_plus,Helc_diff_D^4_sigma_stat_minus,Helc_diff_D^4_sigma_sys_plus,Helc_diff_D^4_sigma_sys_minus,link
,,1.302,0.34,0.154,,293.2,,,,,,-0.0690132,0.0273864,0.0273864,0.0137661,0.0137661,
,,1.301,0.341,0.154,,308.3,,,,,,-0.184804,0.041045,0.041045,0.0142963,0.0142963,
,,1.301,0.451,0.155,,37.1,,,,,,0.13068,0.0557675,0.0557675,0.0385857,0.0385857,
,,1.302,0.447,0.155,,51.7,,,,,,0.0744774,0.0221539,0.0221539,0.00463097,0.00463097,
,,1.302,0.447,0.154,,66.8,,,,,,0.0493873,0.0230416,0.0230416,0.00725981,0.00725981,
,,1.302,0.447,0.154,,81.9,,,,,,0.00798241,0.014522,0.014522,0.0118903,0.0118903,
,,1.302,0.447,0.154,,97,,,,,,-0.006612,0.0164668,0.0164668,0.00498393,0.00498393,
,,1.303,0.447,0.154,,112.1,,,,,,0.0141182,0.0112385,0.0112385,0.00601954,0.00601954,
,,1.303,0.446,0.154,,127.2,,,,,,0.0155691,0.00937566,0.00937566,0.00518286,0.00518286,
,,1.303,0.446,0.154,,142.3,,,,,,-0.0212499,0.0150624,0.0150624,0.00684137,0.00684137,
,,1.303,0.446,0.154,,157.4,,,,,,-0.011896,0.00865194,0.00865194,0.0057363,0.0057363,
,,1.303,0.446,0.154,,172.5,,,,,,0.0103309,0.0125143,0.0125143,0.00299834,0.00299834,
,,1.303,0.446,0.154,,187.5,,,,,,0.0105691,0.0115017,0.0115017,0.000949794,0.000949794,
,,1.303,0.446,0.154,,202.6,,,,,,-0.00869325,0.0126066,0.0126066,0.0100925,0.0100925,
,,1.303,0.446,0.154,,217.7,,,,,,0.0104066,0.0104469,0.0104469,0.00424073,0.00424073,
,,1.303,0.446,0.154,,232.8,,,,,,-0.0230355,0.0117585,0.0117585,0.00460856,0.00460856,
,,1.303,0.447,0.154,,247.9,,,,,,-0.0105072,0.0112874,0.0112874,0.00231567,0.00231567,
,,1.302,0.447,0.154,,263,,,,,,-0.0251633,0.0106095,0.0106095,0.00602702,0.00602702,
,,1.302,0.447,0.154,,278.1,,,,,,0.0129723,0.0156928,0.0156928,0.00675521,0.00675521,
,,1.302,0.447,0.154,,293.2,,,,,,-0.0927679,0.0190859,0.0190859,0.0110726,0.0110726,
,,1.302,0.447,0.155,,308.3,,,,,,-0.0461066,0.0279744,0.0279744,0.03452,0.03452,
,,1.301,0.451,0.155,,322.9,,,,,,-0.035949,0.0446526,0.0446526,0.0178584,0.0178584,
,,1.303,0.603,0.155,,36.5,,,,,,0.0325514,0.0168688,0.0168688,0.0129754,0.0129754,
,,1.302,0.604,0.155,,51.7,,,,,,-0.00930449,0.013519,0.013519,0.00357155,0.00357155,
,,1.303,0.604,0.155,,66.8,,,,,,0.0368255,0.0126662,0.0126662,0.0047442,0.0047442,
,,1.303,0.604,0.155,,81.9,,,,,,0.0262147,0.0119032,0.0119032,0.00901676,0.00901676,
,,1.303,0.604,0.154,,97,,,,,,0.0116329,0.00651977,0.00651977,0.00767415,0.00767415,
,,1.303,0.604,0.154,,112.1,,,,,,0.00927761,0.00658925,0.00658925,0.00416637,0.00416637,
,,1.303,0.604,0.154,,127.2,,,,,,0.00714287,0.0098658,0.0098658,0.00682497,0.00682497,
,,1.303,0.603,0.154,,142.3,,,,,,-0.00639882,0.0150542,0.0150542,0.00362524,0.00362524,
,,1.303,0.603,0.154,,157.4,,,,,,0.00684517,0.00557979,0.00557979,0.000810919,0.000810919,
,,1.303,0.603,0.154,,172.5,,,,,,0.0263238,0.0169507,0.0169507,0.00748074,0.00748074,
,,1.303,0.603,0.154,,202.6,,,,,,-0.00864919,0.00722376,0.00722376,0.00106831,0.00106831,
,,1.303,0.603,0.154,,217.7,,,,,,-0.0124767,0.00443406,0.00443406,0.0024338,0.0024338,
,,1.303,0.604,0.154,,232.8,,,,,,-0.00521601,0.013204,0.013204,0.00397272,0.00397272,
,,1.303,0.604,0.154,,247.9,,,,,,-0.00584956,0.00732993,0.00732993,0.00340087,0.00340087,
,,1.303,0.604,0.154,,263,,,,,,0.00260246,0.00702772,0.00702772,0.00277627,0.00277627,
,,1.303,0.604,0.155,,278.1,,,,,,-0.0141736,0.00713394,0.00713394,0.00243416,0.00243416,
,,1.303,0.604,0.155,,293.2,,,,,,-0.00134157,0.0088294,0.0088294,0.0057196,0.0057196,
,,1.302,0.604,0.155,,308.3,,,,,,0.00816469,0.0121122,0.0121122,0.00309725,0.00309725,
,,1.303,0.603,0.155,,323.5,,,,,,-0.0643324,0.0218979,0.0218979,0.00477999,0.00477999,
,,1.295,0.895,0.154,,7.8,,,,,,-0.00871451,0.0170894,0.0170894,0.00961245,0.00961245,
,,1.303,0.86,0.155,,21.7,,,,,,0.00216205,0.0118341,0.0118341,0.00482663,0.00482663,
,,1.303,0.863,0.155,,36.6,,,,,,-0.0107487,0.00622007,0.00622007,0.00198434,0.00198434,
,,1.303,0.865,0.155,,51.7,,,,,,0.00511694,0.00487897,0.00487897,0.0014708,0.0014708,
,,1.303,0.865,0.155,,66.8,,,,,,0.00259071,0.00405611,0.00405611,0.00108158,0.00108158,
,,1.303,0.865,0.155,,81.9,,,,,,0.0122102,0.00556094,0.00556094,0.00228945,0.00228945,
,,1.303,0.865,0.155,,97,,,,,,0.0124146,0.00389952,0.00389952,0.00178707,0.00178707,
,,1.303,0.865,0.155,,112.1,,,,,,-0.0027693,0.00725188,0.00725188,0.00448669,0.00448669,
,,1.303,0.864,0.155,,232.8,,,,,,0.0221422,0.023476,0.023476,0.00668037,0.00668037,
,,1.303,0.865,0.155,,247.9,,,,,,-0.00538152,0.00492711,0.00492711,0.000433411,0.000433411,
,,1.303,0.865,0.155,,263,,,,,,0.00525474,0.00252753,0.00252753,0.00153816,0.00153816,
,,1.303,0.865,0.155,,293.2,,,,,,0.00105507,0.00343465,0.00343465,0.00116015,0.00116015,
,,1.303,0.865,0.155,,308.3,,,,,,-0.0134031,0.00712391,0.00712391,0.00322669,0.00322669,
,,1.303,0.863,0.155,,323.4,,,,,,-0.0139244,0.00813727,0.00813727,0.00155521,0.00155521,
,,1.303,0.86,0.155,,338.3,,,,,,-0.00687069,0.0115624,0.0115624,0.00388163,0.00388163,
,,1.295,0.895,0.154,,352.2,,,,,,-0.0315476,0.0168783,0.0168783,0.00718822,0.00718822,
,,1.302,1.392,0.155,,7.2,,,,,,-0.000699297,0.00301293,0.00301293,0.000661275,0.000661275,
,,1.302,1.386,0.155,,21.8,,,,,,0.000469297,0.00287437,0.00287437,0.00251025,0.00251025,
,,1.303,1.382,0.155,,36.7,,,,,,-0.00208368,0.00174356,0.00174356,0.00114109,0.00114109,
,,1.303,1.38,0.155,,51.7,,,,,,-0.000537232,0.00138057,0.00138057,0.00104235,0.00104235,
,,1.304,1.379,0.155,,66.8,,,,,,-0.000738097,0.00116825,0.00116825,0.000529372,0.000529372,
,,1.304,1.379,0.155,,81.9,,,,,,-0.00400318,0.00971308,0.00971308,0.00794913,0.00794913,
,,1.303,1.378,0.154,,157.3,,,,,,0.00137121,0.00332297,0.00332297,0.000705942,0.000705942,
,,1.305,1.38,0.155,,172.5,,,,,,0.00512036,0.0156888,0.0156888,0.00530083,0.00530083,
,,1.304,1.379,0.155,,278.1,,,,,,0.00123474,0.00158567,0.00158567,0.00107087,0.00107087,
,,1.304,1.379,0.155,,293.2,,,,,,-0.0020303,0.00187472,0.00187472,0.000463822,0.000463822,
,,1.303,1.38,0.155,,308.3,,,,,,-0.00218514,0.00156466,0.00156466,0.000572952,0.000572952,
,,1.303,1.382,0.155,,323.3,,,,,,0.00250321,0.00276946,0.00276946,0.00124909,0.00124909,
,,1.302,1.386,0.155,,338.2,,,,,,0.00427396,0.00259442,0.00259442,0.00286679,0.00286679,
,,1.302,1.392,0.155,,352.8,,,,,,-0.00455879,0.00293633,0.00293633,0.000604165,0.000604165,
,,1.423,0.108,0.155,,67,,,,,,0.745453,0.149364,0.149364,0.223286,0.223286,
,,1.424,0.108,0.155,,82.1,,,,,,0.390729,0.0963664,0.0963664,0.0632836,0.0632836,
,,1.424,0.108,0.155,,97.2,,,,,,0.254216,0.0827907,0.0827907,0.0580443,0.0580443,
,,1.425,0.108,0.155,,112.2,,,,,,0.330401,0.0925742,0.0925742,0.0242281,0.0242281,
,,1.425,0.108,0.155,,127.3,,,,,,0.398244,0.121098,0.121098,0.0693909,0.0693909,
,,1.425,0.108,0.155,,142.3,,,,,,0.0940335,0.0709671,0.0709671,0.0142619,0.0142619,
,,1.425,0.108,0.155,,157.4,,,,,,0.0729089,0.0784295,0.0784295,0.0188716,0.0188716,
,,1.425,0.108,0.155,,172.5,,,,,,-0.0405403,0.123516,0.123516,0.0171321,0.0171321,
,,1.425,0.108,0.155,,187.5,,,,,,-0.0325381,0.0788142,0.0788142,0.0314127,0.0314127,
,,1.425,0.108,0.155,,202.6,,,,,,-0.144827,0.0753157,0.0753157,0.0319882,0.0319882,
,,1.425,0.108,0.155,,217.7,,,,,,-0.275407,0.0775134,0.0775134,0.0294339,0.0294339,
,,1.425,0.108,0.155,,232.7,,,,,,0.0103509,0.090845,0.090845,0.0534145,0.0534145,
,,1.425,0.108,0.155,,247.8,,,,,,-0.30168,0.118876,0.118876,0.117073,0.117073,
,,1.424,0.108,0.155,,262.8,,,,,,-0.338056,0.0800883,0.0800883,0.0345029,0.0345029,
,,1.424,0.108,0.155,,277.9,,,,,,-0.522257,0.10556,0.10556,0.0466925,0.0466925,
,,1.423,0.108,0.155,,293,,,,,,-0.378749,0.129832,0.129832,0.162159,0.162159,
,,1.424,0.153,0.155,,67,,,,,,0.17968,0.0890202,0.0890202,0.0642027,0.0642027,
,,1.425,0.153,0.155,,82,,,,,,0.357862,0.0677283,0.0677283,0.0313797,0.0313797,
,,1.425,0.153,0.155,,97.1,,,,,,0.176498,0.0465793,0.0465793,0.0278035,0.0278035,
,,1.426,0.153,0.155,,112.2,,,,,,0.130294,0.0506853,0.0506853,0.0199219,0.0199219,
,,1.426,0.152,0.155,,127.3,,,,,,0.0675606,0.0619475,0.0619475,0.0336944,0.0336944,
,,1.426,0.152,0.155,,142.3,,,,,,0.0574445,0.0448178,0.0448178,0.0137639,0.0137639,
,,1.426,0.152,0.155,,157.4,,,,,,0.18779,0.0403499,0.0403499,0.0158873,0.0158873,
,,1.426,0.152,0.155,,172.5,,,,,,0.0159383,0.0429034,0.0429034,0.00933514,0.00933514,
,,1.426,0.152,0.155,,187.5,,,,,,0.00768059,0.0709868,0.0709868,0.00783839,0.00783839,
,,1.426,0.152,0.155,,202.6,,,,,,-0.0443692,0.0417776,0.0417776,0.00973567,0.00973567,
,,1.426,0.152,0.155,,217.7,,,,,,-0.094804,0.0441711,0.0441711,0.0238164,0.0238164,
,,1.426,0.152,0.155,,232.7,,,,,,-0.165043,0.0535962,0.0535962,0.0214566,0.0214566,
,,1.426,0.153,0.155,,247.8,,,,,,-0.21982,0.045765,0.045765,0.0184844,0.0184844,
,,1.425,0.153,0.155,,262.9,,,,,,-0.311353,0.0479909,0.0479909,0.0319653,0.0319653,
,,1.425,0.153,0.155,,278,,,,,,-0.252134,0.0493662,0.0493662,0.0244228,0.0244228,
,,1.424,0.153,0.155,,293,,,,,,-0.508131,0.0837335,0.0837335,0.126985,0.126985,
,,1.425,0.203,0.155,,66.9,,,,,,0.193876,0.0592706,0.0592706,0.0352788,0.0352788,
,,1.425,0.203,0.155,,82,,,,,,0.220816,0.0549295,0.0549295,0.0283383,0.0283383,
,,1.426,0.203,0.155,,97.1,,,,,,0.248473,0.0389982,0.0389982,0.0316401,0.0316401,
,,1.426,0.203,0.155,,112.2,,,,,,0.210784,0.0383568,0.0383568,0.0185991,0.0185991,
,,1.426,0.203,0.155,,127.3,,,,,,0.00647733,0.0400796,0.0400796,0.0252889,0.0252889,
,,1.426,0.203,0.155,,142.3,,,,,,0.00808863,0.0262236,0.0262236,0.0109303,0.0109303,
,,1.426,0.203,0.155,,157.4,,,,,,-0.00654154,0.0221947,0.0221947,0.0134368,0.0134368,
,,1.426,0.203,0.155,,172.5,,,,,,-0.102476,0.0320724,0.0320724,0.0191631,0.0191631,
,,1.426,0.203,0.155,,187.5,,,,,,-0.0291147,0.044635,0.044635,0.0214401,0.0214401,
,,1.426,0.203,0.155,,202.6,,,,,,-0.0954866,0.0346209,0.0346209,0.00675949,0.00675949,
,,1.426,0.203,0.155,,217.7,,,,,,-0.0808373,0.0253257,0.0253257,0.0099384,0.0099384,
,,1.426,0.203,0.155,,232.7,,,,,,-0.0845935,0.0348562,0.0348562,0.0165602,0.0165602,
,,1.426,0.203,0.155,,247.8,,,,,,0.0456957,0.0528876,0.0528876,0.00911814,0.00911814,
,,1.426,0.203,0.155,,262.9,,,,,,-0.0492124,0.0326407,0.0326407,0.0135246,0.0135246,
,,1.425,0.203,0.155,,278,,,,,,-0.0660994,0.0389804,0.0389804,0.0107043,0.0107043,
,,1.425,0.203,0.155,,293.1,,,,,,-0.190155,0.0523085,0.0523085,0.0642893,0.0642893,
,,1.424,0.263,0.155,,52.1,,,,,,0.366881,0.095133,0.095133,0.0551553,0.0551553,
,,1.425,0.262,0.155,,66.9,,,,,,0.24387,0.0477796,0.0477796,0.0280701,0.0280701,
,,1.426,0.262,0.155,,82,,,,,,0.213951,0.034904,0.034904,0.0251604,0.0251604,
,,1.426,0.262,0.155,,97.1,,,,,,0.0555205,0.0209347,0.0209347,0.00525921,0.00525921,
,,1.426,0.261,0.155,,112.2,,,,,,0.100914,0.0268196,0.0268196,0.013534,0.013534,
,,1.427,0.261,0.155,,127.3,,,,,,0.100197,0.0224863,0.0224863,0.0178076,0.0178076,
,,1.427,0.261,0.155,,142.3,,,,,,0.0383423,0.019612,0.019612,0.00793119,0.00793119,
,,1.427,0.261,0.155,,157.4,,,,,,-0.0464572,0.0185849,0.0185849,0.00929298,0.00929298,
,,1.427,0.261,0.155,,172.5,,,,,,0.00900626,0.0203824,0.0203824,0.0059857,0.0059857,
,,1.427,0.261,0.155,,187.5,,,,,,-0.0270289,0.0268878,0.0268878,0.0106942,0.0106942,
,,1.427,0.261,0.155,,202.6,,,,,,0.00648597,0.0163406,0.0163406,0.00441787,0.00441787,
,,1.427,0.261,0.155,,217.7,,,,,,-0.0118287,0.0160272,0.0160272,0.00816871,0.00816871,
,,1.427,0.261,0.155,,232.7,,,,,,-0.0147713,0.0166209,0.0166209,0.00682587,0.00682587,
,,1.426,0.261,0.155,,247.8,,,,,,-0.0599928,0.0320363,0.0320363,0.00984709,0.00984709,
,,1.426,0.262,0.155,,262.9,,,,,,-0.150608,0.0270996,0.0270996,0.0134657,0.0134657,
,,1.426,0.262,0.155,,278,,,,,,-0.139759,0.0271794,0.0271794,0.0155671,0.0155671,
,,1.425,0.262,0.155,,293.1,,,,,,-0.179226,0.0444612,0.0444612,0.0226196,0.0226196,
,,1.424,0.263,0.155,,307.9,,,,,,-0.229905,0.0703389,0.0703389,0.0153277,0.0153277,
,,1.426,0.34,0.155,,51.7,,,,,,0.106718,0.0359226,0.0359226,0.0144624,0.0144624,
,,1.426,0.34,0.155,,66.9,,,,,,0.126535,0.0255527,0.0255527,0.0108216,0.0108216,
,,1.426,0.34,0.155,,82,,,,,,0.0557333,0.0254181,0.0254181,0.0167978,0.0167978,
,,1.426,0.34,0.155,,97.1,,,,,,0.0759576,0.0141564,0.0141564,0.00745709,0.00745709,
,,1.427,0.34,0.155,,112.2,,,,,,0.0443208,0.0173509,0.0173509,0.00363005,0.00363005,
,,1.427,0.34,0.155,,127.2,,,,,,0.0226945,0.0174676,0.0174676,0.0108077,0.0108077,
,,1.427,0.34,0.155,,142.3,,,,,,0.00992091,0.0142377,0.0142377,0.00684012,0.00684012,
,,1.427,0.34,0.155,,157.4,,,,,,-0.00190202,0.0133142,0.0133142,0.00511892,0.00511892,
,,1.427,0.34,0.155,,172.5,,,,,,-0.0121388,0.0104536,0.0104536,0.00726781,0.00726781,
,,1.427,0.34,0.155,,187.5,,,,,,0.0124628,0.013354,0.013354,0.00674909,0.00674909,
,,1.427,0.34,0.155,,202.6,,,,,,-0.0175352,0.0174781,0.0174781,0.00348361,0.00348361,
,,1.427,0.34,0.155,,217.7,,,,,,-0.0195612,0.0152338,0.0152338,0.005669,0.005669,
,,1.427,0.34,0.155,,232.8,,,,,,-0.0084165,0.0203103,0.0203103,0.00420658,0.00420658,
,,1.427,0.34,0.155,,247.8,,,,,,-0.045437,0.0174496,0.0174496,0.00968929,0.00968929,
,,1.426,0.34,0.155,,262.9,,,,,,-0.0469692,0.0195242,0.0195242,0.00643544,0.00643544,
,,1.426,0.34,0.155,,278,,,,,,-0.0512396,0.0191421,0.0191421,0.00996834,0.00996834,
,,1.426,0.34,0.155,,293.1,,,,,,-0.191863,0.0257655,0.0257655,0.0162147,0.0162147,
,,1.426,0.34,0.155,,308.3,,,,,,-0.0723036,0.0411354,0.0411354,1.75595,1.75595,
,,1.426,0.446,0.156,,51.7,,,,,,0.0653437,0.018733,0.018733,0.00593482,0.00593482,
,,1.426,0.447,0.156,,66.9,,,,,,0.042112,0.0165142,0.0165142,0.00415859,0.00415859,
,,1.426,0.447,0.156,,82,,,,,,0.0100561,0.0126375,0.0126375,0.010716,0.010716,
,,1.427,0.447,0.155,,97.1,,,,,,0.0204472,0.00982992,0.00982992,0.00396167,0.00396167,
,,1.427,0.446,0.155,,112.2,,,,,,0.021211,0.00969916,0.00969916,0.00501315,0.00501315,
,,1.427,0.446,0.155,,127.2,,,,,,0.00748825,0.0111737,0.0111737,0.00338321,0.00338321,
,,1.427,0.446,0.155,,142.3,,,,,,-0.0268216,0.0112313,0.0112313,0.00211303,0.00211303,
,,1.427,0.446,0.155,,157.4,,,,,,-0.0142477,0.0062627,0.0062627,0.00276696,0.00276696,
,,1.427,0.446,0.155,,172.5,,,,,,0.0131595,0.0064342,0.0064342,0.00266181,0.00266181,
,,1.427,0.446,0.155,,187.5,,,,,,-0.0169241,0.00967181,0.00967181,0.00696505,0.00696505,
,,1.427,0.446,0.155,,202.6,,,,,,-0.00771619,0.00721821,0.00721821,0.00308415,0.00308415,
,,1.427,0.446,0.155,,217.7,,,,,,-0.0181844,0.00513379,0.00513379,0.00243297,0.00243297,
,,1.427,0.446,0.155,,232.8,,,,,,-0.00138279,0.00807217,0.00807217,0.00587235,0.00587235,
,,1.427,0.446,0.155,,247.8,,,,,,-0.014625,0.00976563,0.00976563,0.00233086,0.00233086,
,,1.427,0.447,0.155,,262.9,,,,,,-0.0519377,0.0127057,0.0127057,0.00453972,0.00453972,
,,1.426,0.447,0.156,,278,,,,,,-0.0434562,0.0135963,0.0135963,0.0050888,0.0050888,
,,1.426,0.447,0.156,,293.1,,,,,,-0.0395203,0.0171941,0.0171941,0.00838157,0.00838157,
,,1.426,0.446,0.156,,308.3,,,,,,-0.0461819,0.0220897,0.0220897,0.0379029,0.0379029,
,,1.426,0.602,0.156,,36.7,,,,,,0.0514833,0.0151793,0.0151793,0.00392033,0.00392033,
,,1.426,0.603,0.156,,51.8,,,,,,0.0259446,0.00914795,0.00914795,0.00688822,0.00688822,
,,1.426,0.604,0.156,,66.9,,,,,,0.0333297,0.00944394,0.00944394,0.00504004,0.00504004,
,,1.427,0.604,0.156,,82,,,,,,0.0287758,0.0082449,0.0082449,0.00410079,0.00410079,
,,1.427,0.604,0.156,,97.1,,,,,,0.00229602,0.00599887,0.00599887,0.00218762,0.00218762,
,,1.427,0.604,0.156,,112.2,,,,,,-0.00325578,0.00453815,0.00453815,0.00274515,0.00274515,
,,1.427,0.603,0.156,,127.2,,,,,,0.0038592,0.00681501,0.00681501,0.00462767,0.00462767,
,,1.428,0.603,0.156,,142.3,,,,,,0.0124825,0.00704505,0.00704505,0.00635456,0.00635456,
,,1.428,0.603,0.156,,157.4,,,,,,-0.00173259,0.00316575,0.00316575,0.00251709,0.00251709,
,,1.428,0.603,0.156,,172.5,,,,,,0.00124826,0.00495611,0.00495611,0.00322036,0.00322036,
,,1.428,0.603,0.156,,187.5,,,,,,-0.00203416,0.00717349,0.00717349,0.00196129,0.00196129,
,,1.428,0.603,0.156,,202.6,,,,,,-0.00873279,0.00449384,0.00449384,0.0012582,0.0012582,
,,1.428,0.603,0.156,,217.7,,,,,,-0.00495994,0.00470612,0.00470612,0.00245137,0.00245137,
,,1.427,0.603,0.156,,232.8,,,,,,-0.0158154,0.00555526,0.00555526,0.00356807,0.00356807,
,,1.427,0.604,0.156,,247.8,,,,,,-0.00550281,0.00680853,0.00680853,0.00208469,0.00208469,
,,1.427,0.604,0.156,,262.9,,,,,,-0.00782497,0.00526897,0.00526897,0.00171417,0.00171417,
,,1.427,0.604,0.156,,278,,,,,,-0.0214525,0.00685806,0.00685806,0.00173238,0.00173238,
,,1.426,0.604,0.156,,293.1,,,,,,-0.016872,0.0116785,0.0116785,0.00653108,0.00653108,
,,1.426,0.603,0.156,,308.2,,,,,,-0.00773928,0.0120506,0.0120506,0.0105473,0.0105473,
,,1.426,0.602,0.156,,323.3,,,,,,0.0336735,0.0153191,0.0153191,0.0289728,0.0289728,
,,1.422,0.869,0.156,,7.5,,,,,,-0.0048938,0.0112668,0.0112668,0.00215133,0.00215133,
,,1.426,0.858,0.156,,21.9,,,,,,0.0148314,0.00936378,0.00936378,0.00258946,0.00258946,
,,1.426,0.862,0.156,,36.8,,,,,,0.00922946,0.00458331,0.00458331,0.000981127,0.000981127,
,,1.426,0.864,0.156,,51.8,,,,,,-0.00524373,0.00340659,0.00340659,0.00174095,0.00174095,
,,1.427,0.864,0.156,,66.9,,,,,,0.00630388,0.00495119,0.00495119,0.00330999,0.00330999,
,,1.427,0.865,0.156,,82,,,,,,0.0104973,0.00387714,0.00387714,0.00169178,0.00169178,
,,1.427,0.865,0.156,,97.1,,,,,,0.00463145,0.00317142,0.00317142,0.00044575,0.00044575,
,,1.428,0.865,0.156,,112.2,,,,,,0.00121832,0.0014437,0.0014437,0.00121979,0.00121979,
,,1.428,0.864,0.156,,127.2,,,,,,0.00478182,0.00297984,0.00297984,0.00140833,0.00140833,
,,1.428,0.864,0.156,,142.3,,,,,,0.00438166,0.003361,0.003361,0.00464277,0.00464277,
,,1.428,0.864,0.155,,172.5,,,,,,-0.00828712,0.00511267,0.00511267,0.0017116,0.0017116,
,,1.428,0.864,0.155,,202.6,,,,,,-0.0120749,0.00528473,0.00528473,0.00321165,0.00321165,
,,1.428,0.864,0.156,,217.7,,,,,,-0.00452621,0.00298704,0.00298704,0.000842502,0.000842502,
,,1.428,0.864,0.156,,232.8,,,,,,0.00407663,0.00219447,0.00219447,0.00107457,0.00107457,
,,1.428,0.865,0.156,,247.8,,,,,,0.00118513,0.00205371,0.00205371,0.00116899,0.00116899,
,,1.427,0.865,0.156,,262.9,,,,,,0.00348928,0.00303665,0.00303665,0.000777669,0.000777669,
,,1.427,0.865,0.156,,278,,,,,,0.00115609,0.00252268,0.00252268,0.00137676,0.00137676,
,,1.427,0.864,0.156,,293.1,,,,,,-0.000960557,0.00314674,0.00314674,0.00308394,0.00308394,
,,1.426,0.864,0.156,,308.2,,,,,,-0.000556391,0.00394763,0.00394763,0.00289903,0.00289903,
,,1.426,0.862,0.156,,323.2,,,,,,-0.00800777,0.00556719,0.00556719,0.00273279,0.00273279,
,,1.426,0.858,0.156,,338.1,,,,,,0.00358248,0.00636436,0.00636436,0.00442764,0.00442764,
,,1.422,0.869,0.156,,352.5,,,,,,0.00472929,0.00816894,0.00816894,0.000479027,0.000479027,
,,1.424,1.382,0.156,,7.3,,,,,,0.000236513,0.00202358,0.00202358,0.00131945,0.00131945,
,,1.425,1.381,0.156,,22,,,,,,0.00258911,0.00171052,0.00171052,0.000555409,0.000555409,
,,1.426,1.381,0.156,,36.9,,,,,,-0.00117154,0.00159005,0.00159005,0.000554091,0.000554091,
,,1.426,1.38,0.156,,51.9,,,,,,-0.000310106,0.000969358,0.000969358,0.000566351,0.000566351,
,,1.427,1.38,0.156,,66.9,,,,,,-0.000613044,0.00115651,0.00115651,0.000635054,0.000635054,
,,1.428,1.38,0.156,,82,,,,,,-0.00288718,0.0028358,0.0028358,0.00109526,0.00109526,
,,1.428,1.379,0.156,,97,,,,,,0.000741455,0.00175353,0.00175353,0.000437842,0.000437842,
,,1.428,1.379,0.156,,247.9,,,,,,-0.00534491,0.00293571,0.00293571,0.00043758,0.00043758,
,,1.428,1.379,0.156,,263,,,,,,-0.00128042,0.00105651,0.00105651,0.000262699,0.000262699,
,,1.428,1.38,0.156,,278,,,,,,-0.000519826,0.00079265,0.00079265,0.000143304,0.000143304,
,,1.427,1.38,0.156,,293.1,,,,,,-0.000410969,0.00080776,0.00080776,0.000262493,0.000262493,
,,1.426,1.381,0.156,,323.1,,,,,,-0.00188415,0.00179643,0.00179643,0.000444232,0.000444232,
,,1.425,1.381,0.156,,338,,,,,,-0.00299348,0.00142238,0.00142238,0.000749338,0.000749338,
,,1.424,1.382,0.156,,352.7,,,,,,-0.000180818,0.0018406,0.0018406,0.047599,0.047599,
,,1.484,0.109,0.184,,7.5,,,,,,0.119001,0.177636,0.177636,0.311072,0.311072,
,,1.483,0.109,0.184,,22.3,,,,,,0.328899,0.13336,0.13336,0.034621,0.034621,
,,1.484,0.109,0.184,,37.1,,,,,,0.741453,0.0987945,0.0987945,0.0700476,0.0700476,
,,1.485,0.109,0.184,,52.1,,,,,,0.507061,0.0935631,0.0935631,0.0453536,0.0453536,
,,1.486,0.109,0.184,,67.1,,,,,,0.311126,0.0898126,0.0898126,0.168404,0.168404,
,,1.486,0.109,0.184,,82.1,,,,,,0.196226,0.0806804,0.0806804,0.0408217,0.0408217,
,,1.487,0.108,0.184,,97.2,,,,,,0.353709,0.081279,0.081279,0.0529996,0.0529996,
,,1.487,0.108,0.184,,112.2,,,,,,0.322134,0.0738354,0.0738354,0.0538302,0.0538302,
,,1.487,0.108,0.184,,127.3,,,,,,0.482898,0.0915736,0.0915736,0.0301921,0.0301921,
,,1.487,0.108,0.184,,142.3,,,,,,0.155029,0.0819544,0.0819544,0.0258602,0.0258602,
,,1.487,0.108,0.184,,157.4,,,,,,0.157724,0.0473952,0.0473952,0.0162829,0.0162829,
,,1.487,0.108,0.184,,172.5,,,,,,-0.236031,0.0899131,0.0899131,0.0347316,0.0347316,
,,1.487,0.108,0.184,,187.5,,,,,,-0.034872,0.0704374,0.0704374,0.0470753,0.0470753,
,,1.487,0.108,0.184,,202.6,,,,,,-0.156683,0.043712,0.043712,0.0269491,0.0269491,
,,1.487,0.108,0.184,,232.7,,,,,,0.0784408,0.0554811,0.0554811,0.0316584,0.0316584,
,,1.487,0.108,0.184,,247.8,,,,,,-0.23925,0.0680578,0.0680578,0.0281836,0.0281836,
,,1.487,0.108,0.184,,262.8,,,,,,-0.0983019,0.0521005,0.0521005,0.0366354,0.0366354,
,,1.486,0.109,0.184,,277.9,,,,,,-0.229883,0.0702466,0.0702466,0.0372899,0.0372899,
,,1.486,0.109,0.184,,292.9,,,,,,-0.575003,0.0978123,0.0978123,0.167342,0.167342,
,,1.485,0.109,0.184,,307.9,,,,,,-0.308173,0.10049,0.10049,0.0913116,0.0913116,
,,1.484,0.109,0.184,,322.9,,,,,,-0.226511,0.0830663,0.0830663,0.0575743,0.0575743,
,,1.483,0.109,0.184,,337.7,,,,,,-0.298323,0.142114,0.142114,0.0628746,0.0628746,
,,1.487,0.152,0.186,,22.8,,,,,,0.279858,0.184735,0.184735,0.049335,0.049335,
